deu_2005,xfra_2005,xbnl_2005
0.36839299999999997,0.0795658,0.63734
0.384191,0.0878904,0.659087
0.368444,0.09802689999999999,0.673679
0.352059,0.10686400000000001,0.6921430000000001
0.350141,0.112098,0.716268
0.354079,0.119545,0.743192
0.354564,0.132458,0.768022
0.33824899999999997,0.148667,0.787429
0.33253699999999997,0.164643,0.806199
0.347054,0.18973199999999998,0.83049
0.370197,0.22039299999999998,0.852557
0.39498099999999997,0.248446,0.871553
0.42660699999999996,0.274084,0.8915290000000001
0.471792,0.29791599999999996,0.915642
0.521672,0.328507,0.939692
0.560079,0.36688699999999996,0.958455
0.593198,0.40566199999999997,0.971935
0.631538,0.445899,0.982281
0.6711090000000001,0.489435,0.9892790000000001
0.707699,0.532163,0.99339
0.742526,0.58267,0.9953489999999999
0.776047,0.6252909999999999,0.995613
0.805611,0.660246,0.99445
0.829916,0.691282,0.991134
0.851773,0.720294,0.9842
0.8699459999999999,0.749293,0.969203
0.8796879999999999,0.779055,0.935752
0.8831620000000001,0.807589,0.858375
0.8825139999999999,0.8334030000000001,0.749827
0.869957,0.854826,0.671755
0.8502129999999999,0.871397,0.647292
0.815966,0.883524,0.62659
0.775829,0.8972379999999999,0.575507
0.7203970000000001,0.917119,0.560774
0.67916,0.938516,0.588666
0.630613,0.945525,0.6102449999999999
0.585974,0.940197,0.62939
0.545755,0.931667,0.6689149999999999
0.529863,0.9273600000000001,0.740436
0.534725,0.9191959999999999,0.820098
0.550186,0.897524,0.876337
0.569328,0.8693040000000001,0.923851
0.591417,0.841166,0.954376
0.608549,0.827865,0.966543
0.648895,0.8351049999999999,0.9716610000000001
0.674161,0.852972,0.9763209999999999
0.677618,0.8712719999999999,0.978751
0.671463,0.8820129999999999,0.9793120000000001
0.666546,0.8808010000000001,0.975375
0.671227,0.872476,0.9666610000000001
0.680188,0.8547370000000001,0.946833
0.69593,0.8294090000000001,0.9087770000000001
0.7000430000000001,0.788041,0.85093
0.6960729999999999,0.731999,0.770404
0.676952,0.660262,0.686758
0.634829,0.575244,0.619786
0.598621,0.490091,0.5765
0.618949,0.45594300000000004,0.594337
0.663999,0.454942,0.643053
0.688279,0.443499,0.6625270000000001
0.6990609999999999,0.42255200000000004,0.6570020000000001
0.7013520000000001,0.391702,0.5985590000000001
0.71715,0.380986,0.534832
0.730173,0.41977700000000007,0.541407
0.725216,0.44933,0.5823
0.720245,0.46398100000000003,0.654287
0.7247140000000001,0.47895299999999996,0.7380399999999999
0.739197,0.492256,0.8184819999999999
0.761579,0.520705,0.889777
0.800063,0.547474,0.937765
0.844031,0.576417,0.959929
0.886065,0.601891,0.9716819999999999
0.921673,0.624794,0.9812129999999999
0.949816,0.641898,0.9860530000000001
0.9698680000000001,0.663008,0.9881790000000001
0.9803559999999999,0.679945,0.986409
0.985197,0.6924600000000001,0.984267
0.986798,0.687667,0.9807549999999999
0.987355,0.69047,0.980728
0.986466,0.683392,0.982002
0.9856959999999999,0.6916770000000001,0.9874870000000001
0.9856299999999999,0.716006,0.9932049999999999
0.988217,0.7643399999999999,0.9962549999999999
0.990302,0.802453,0.997346
0.991661,0.822593,0.997818
0.992192,0.8226479999999999,0.9981040000000001
0.9930110000000001,0.8281200000000001,0.998288
0.993547,0.838722,0.9982219999999999
0.9937739999999999,0.8508690000000001,0.997956
0.9940709999999999,0.8605520000000001,0.9978
0.9943780000000001,0.8681840000000001,0.9979889999999999
0.9944049999999999,0.872957,0.998418
0.994289,0.8795639999999999,0.998862
0.993899,0.8856510000000001,0.9990680000000001
0.993344,0.8901700000000001,0.9990000000000001
0.993137,0.892315,0.998768
0.994058,0.891698,0.998281
0.9949479999999999,0.8899360000000001,0.997166
0.995085,0.889991,0.9955379999999999
0.994598,0.8872190000000001,0.9939040000000001
0.9931030000000001,0.8819040000000001,0.991633
0.9900979999999999,0.871086,0.988432
0.984266,0.8597790000000001,0.9850629999999999
0.9758629999999999,0.838424,0.9805299999999999
0.966577,0.801439,0.9719479999999999
0.9649530000000001,0.778304,0.966562
0.966608,0.772804,0.9713290000000001
0.963922,0.765872,0.968973
0.955732,0.744134,0.959799
0.951259,0.682897,0.9415399999999999
0.9550219999999999,0.635513,0.921114
0.955667,0.618898,0.904276
0.951167,0.605921,0.88254
0.9433239999999999,0.5846720000000001,0.859499
0.931942,0.5641970000000001,0.843673
0.9188719999999999,0.545996,0.8376819999999999
0.9069149999999999,0.5236430000000001,0.836385
0.898116,0.49256700000000003,0.836151
0.890891,0.455833,0.8274590000000001
0.886331,0.421825,0.8186220000000001
0.8838530000000001,0.39332399999999995,0.812281
0.8823409999999999,0.367294,0.8011550000000001
0.8731969999999999,0.349671,0.792334
0.859132,0.339194,0.776529
0.832872,0.329404,0.745458
0.799121,0.31185,0.687635
0.753379,0.291116,0.605192
0.681542,0.265919,0.49933
0.6391100000000001,0.246311,0.375942
0.649123,0.244427,0.318468
0.674908,0.252275,0.29387399999999997
0.668611,0.25651399999999996,0.278783
0.627433,0.244195,0.261481
0.571967,0.21418299999999998,0.21316100000000002
0.552221,0.181301,0.182946
0.540882,0.181367,0.156654
0.510138,0.19459500000000002,0.12336
0.47231599999999996,0.20754899999999998,0.09788739999999999
0.43436899999999995,0.22120700000000001,0.0803294
0.399902,0.23905700000000002,0.0680795
0.367127,0.255431,0.0674338
0.337998,0.28081,0.0765245
0.319866,0.31233099999999997,0.0998687
0.309845,0.345547,0.14030499999999999
0.303198,0.371656,0.196768
0.30135300000000004,0.393594,0.26832399999999995
0.287564,0.423667,0.33222199999999996
0.273404,0.45338,0.376211
0.267281,0.47859700000000005,0.398975
0.265706,0.49232600000000004,0.387906
0.25872399999999995,0.49671000000000004,0.35595
0.24271700000000002,0.47584399999999993,0.31643499999999997
0.257221,0.46670900000000004,0.31312199999999996
0.33273800000000003,0.49720600000000004,0.39206799999999997
0.420947,0.55192,0.5536220000000001
0.49408900000000006,0.602711,0.685463
0.533361,0.6367659999999999,0.729601
0.546268,0.630717,0.716642
0.5970810000000001,0.618975,0.778386
0.655728,0.624572,0.865705
0.695327,0.629798,0.9107270000000001
0.725996,0.635126,0.9279430000000001
0.7458640000000001,0.637772,0.937257
0.755157,0.640084,0.9435790000000001
0.7535229999999999,0.631713,0.951283
0.744786,0.624255,0.9530489999999999
0.728582,0.627344,0.945083
0.7036640000000001,0.636829,0.929801
0.67979,0.646783,0.914507
0.663497,0.6597069999999999,0.889015
0.6645989999999999,0.668888,0.850569
0.67225,0.684404,0.809824
0.6704289999999999,0.696429,0.771423
0.662063,0.709775,0.736355
0.642883,0.704167,0.715013
0.62263,0.698236,0.680089
0.630456,0.711305,0.636676
0.65751,0.742584,0.695734
0.669621,0.750078,0.753202
0.685858,0.751845,0.78586
0.681986,0.7563340000000001,0.810314
0.6344420000000001,0.742484,0.7840600000000001
0.600692,0.722188,0.724004
0.594256,0.728205,0.668227
0.570911,0.734232,0.584307
0.526288,0.727178,0.464801
0.467495,0.7011229999999999,0.33672199999999997
0.41147700000000004,0.65999,0.232077
0.394395,0.6453,0.194677
0.398776,0.6434449999999999,0.19542400000000001
0.409352,0.635387,0.20869000000000001
0.42945200000000006,0.628937,0.242686
0.450787,0.625525,0.291057
0.469679,0.626146,0.334937
0.46914300000000003,0.62771,0.347599
0.454966,0.623108,0.34765300000000005
0.433942,0.610002,0.34689699999999996
0.40321999999999997,0.59009,0.338055
0.371523,0.565946,0.335559
0.344796,0.5340159999999999,0.323923
0.38167199999999996,0.5564319999999999,0.351641
0.417221,0.604003,0.458654
0.43200000000000005,0.633374,0.518289
0.45463100000000006,0.657493,0.569369
0.48563,0.684971,0.630219
0.49204499999999995,0.699646,0.629505
0.47408,0.676888,0.605905
0.495559,0.691581,0.646692
0.510513,0.727086,0.663693
0.508916,0.7405010000000001,0.64953
0.498507,0.735747,0.618509
0.487378,0.717961,0.581001
0.503008,0.716144,0.600533
0.536212,0.730396,0.672716
0.562601,0.76994,0.7276100000000001
0.587997,0.80895,0.753043
0.621818,0.8378950000000001,0.78281
0.65057,0.8542860000000001,0.805671
0.642677,0.869073,0.801994
0.6112810000000001,0.8779110000000001,0.778045
0.585078,0.883901,0.7511369999999999
0.5662050000000001,0.885165,0.740532
0.535628,0.8878209999999999,0.719372
0.48392700000000005,0.881401,0.6276729999999999
0.486124,0.883725,0.535196
0.5035850000000001,0.8884850000000001,0.508126
0.5135609999999999,0.8897649999999999,0.481307
0.530609,0.888598,0.461887
0.549039,0.8868450000000001,0.456275
0.531867,0.8796440000000001,0.413268
0.5165069999999999,0.859857,0.347008
0.524555,0.8556549999999999,0.336522
0.500807,0.85846,0.298016
0.451791,0.8466239999999999,0.216212
0.398858,0.820051,0.147777
0.354646,0.789445,0.11026
0.309934,0.7688010000000001,0.0828866
0.261922,0.744202,0.058022199999999996
0.223633,0.713584,0.040058300000000005
0.19743,0.6822590000000001,0.031569099999999996
0.171216,0.653541,0.0239324
0.14895899999999998,0.624594,0.017807299999999998
0.131545,0.595174,0.014291700000000001
0.10831700000000001,0.575462,0.012267499999999999
0.0820867,0.563124,0.0180779
0.058026,0.549725,0.03438630000000001
0.039877499999999996,0.531237,0.056058699999999996
0.028794599999999997,0.507177,0.07231130000000001
0.023391400000000003,0.495645,0.0731909
0.0213443,0.472721,0.0653328
0.0227424,0.446008,0.061930200000000005
0.027055000000000003,0.42818,0.0589758
0.0317454,0.415533,0.056879
0.0342604,0.399712,0.0656548
0.0342119,0.353584,0.0850107
0.035983999999999995,0.327621,0.114302
0.036020300000000005,0.333395,0.140545
0.0352269,0.32100500000000004,0.158831
0.0364665,0.303058,0.174279
0.039530300000000004,0.288912,0.18469000000000002
0.0387552,0.289558,0.191893
0.0360567,0.295856,0.193905
0.0324494,0.304084,0.191416
0.0270515,0.31461100000000003,0.192052
0.021927000000000002,0.32577,0.198273
0.0180997,0.336491,0.208904
0.0156442,0.342426,0.205833
0.0147425,0.35509,0.184048
0.013553399999999998,0.36740300000000004,0.150795
0.0124438,0.373452,0.12043699999999999
0.0112414,0.370657,0.09771089999999999
0.0091216,0.351664,0.0811635
0.00686873,0.331405,0.0686248
0.00588419,0.317961,0.067704
0.00548613,0.322171,0.07025139999999999
0.00536164,0.336044,0.0678313
0.00600422,0.35342399999999996,0.060884900000000006
0.00747705,0.35717,0.052792
0.010528200000000001,0.350342,0.0541677
0.015411000000000001,0.356216,0.062175
0.0186275,0.364678,0.0670109
0.0199296,0.36106,0.067422
0.0199978,0.351426,0.0668393
0.0190708,0.337378,0.0654882
0.0176267,0.313031,0.06718989999999998
0.015255200000000002,0.29338800000000004,0.067944
0.0131196,0.283864,0.06750010000000001
0.012292,0.28462600000000005,0.0660659
0.012642,0.29034699999999997,0.0638897
0.0144055,0.296454,0.0610115
0.0161579,0.3161,0.050136400000000005
0.0178275,0.34675100000000003,0.0374154
0.0202518,0.375865,0.0258791
0.022725299999999997,0.395842,0.0176862
0.0244951,0.404496,0.0138454
0.023916999999999997,0.38793,0.0118087
0.0252253,0.40433800000000003,0.0118599
0.031157999999999998,0.441072,0.012481299999999999
0.0385222,0.44002299999999994,0.014790799999999998
0.0489565,0.4348,0.018994099999999996
0.058926099999999995,0.446195,0.0246668
0.0632059,0.46614700000000003,0.031208799999999995
0.0642728,0.46279499999999996,0.0444586
0.0670206,0.48371099999999995,0.0673218
0.0696181,0.509401,0.0937526
0.0702557,0.49637299999999995,0.119726
0.0731281,0.462578,0.141171
0.07940739999999999,0.42241999999999996,0.154425
0.08772819999999999,0.378367,0.159393
0.102129,0.346986,0.155171
0.11970399999999999,0.330044,0.157449
0.13727999999999999,0.314832,0.172565
0.154711,0.297593,0.200217
0.17022,0.285702,0.242742
0.16900199999999999,0.28175500000000003,0.28020300000000004
0.163679,0.278031,0.312487
0.16284300000000002,0.269362,0.32866100000000004
0.166321,0.25927,0.320445
0.16583299999999998,0.24821,0.297833
0.14765999999999999,0.22446,0.263004
0.147502,0.215614,0.22511599999999998
0.17566199999999998,0.223898,0.21916
0.21152600000000002,0.232762,0.23392399999999997
0.24740399999999999,0.241959,0.251161
0.279071,0.250744,0.257218
0.310346,0.246854,0.25673
0.331768,0.22626100000000002,0.261469
0.352267,0.224846,0.268275
0.368442,0.23220900000000003,0.26855
0.386146,0.22858299999999998,0.271556
0.40646,0.221705,0.28574299999999997
0.427001,0.21156999999999998,0.303442
0.458588,0.196545,0.328872
0.486364,0.182482,0.35335500000000003
0.509128,0.172994,0.372058
0.532825,0.168677,0.38592
0.5592689999999999,0.167944,0.392777
0.582403,0.17139000000000001,0.38679
0.588159,0.175055,0.349102
0.5908479999999999,0.18098699999999998,0.312792
0.600471,0.182387,0.30449899999999996
0.613071,0.174253,0.323117
0.631725,0.159088,0.363854
0.647737,0.132932,0.403964
0.6879930000000001,0.11664200000000001,0.44307799999999997
0.743112,0.127296,0.512162
0.80004,0.144967,0.589199
0.8414209999999999,0.166487,0.661261
0.8674629999999999,0.192267,0.721546
0.878754,0.210353,0.78695
0.891056,0.21835700000000002,0.843967
0.897136,0.259183,0.8960450000000001
0.897323,0.298441,0.925292
0.895134,0.322671,0.940314
0.894711,0.342364,0.944523
0.8888590000000001,0.361833,0.9446959999999999
0.8897639999999999,0.379326,0.935759
0.8910809999999999,0.40283,0.9241889999999999
0.8879459999999999,0.425629,0.913409
0.886403,0.450536,0.923301
