deu_2012,xbnl_2012,xfra_2012
58355700,22972800,66274800
55985200,21462700,65386900
54526800,20599500,63232000
53711300,20096300,60628200
53840100,19841300,59646000
53037300,19898600,60822600
52217200,20437300,62789000
55088100,21667900,64585400
59419700,23485100,67008500
63377500,25593700,68151800
65691600,26812400,67586100
67537700,27083700,67639100
66185100,26901700,68209800
63851300,26467900,65292600
62239900,25946000,63045400
60860800,25508000,61132000
60444500,25439100,60797100
62721800,26207800,63161300
66637100,27464000,69925700
64684100,26884400,68982700
60395000,25587500,66173700
57350500,24347400,63967600
57527600,24065600,67647000
54078200,23389500,67283500
50298700,21948400,63922500
47157600,20709100,63511900
45747400,19889500,61212600
45612900,19270900,58214900
45906200,19050400,57128600
45438000,19038600,57582400
44073900,19407200,58616600
45676100,19841100,59150900
49607400,20753300,61825500
54159900,22396400,63655300
57305600,23548200,64127700
59358700,23923600,64580500
57364300,24433200,65252400
54499200,24303600,61489600
53403100,23490100,58952500
52680700,22803900,57175700
52671500,22825400,57088300
55601100,23804700,59920000
61156400,26102000,68998500
61036800,26370100,70713400
58743400,25714900,69073100
57730000,24500500,67003600
59302300,24004700,70303800
56291200,22949800,69556300
53225900,21559400,66682400
51014100,20488700,67107700
50033000,19850800,65673700
50512600,19570200,63877300
51662800,19774500,64524500
54598100,20694800,68986700
61769500,23237100,74858300
68023000,26017100,77533800
71678300,27676600,78903900
73744100,28838800,77943300
75583200,29190400,76304000
77213000,29521400,75592900
75945500,28992400,74553800
74905800,29099900,72789700
73616400,28637200,70228200
72411000,28255600,68635000
71316000,27949800,68214700
72437500,28273800,70301800
77320000,29805200,79567900
76415900,29750900,78531700
72301700,28218100,74777700
69176700,26707300,71542400
67476700,25916500,74692300
63460300,24883000,73711000
59796900,23202100,69898200
57238900,21921400,72159200
55712600,21223300,70417700
55513600,20855100,68280500
56232500,20835800,68467100
58750300,21577700,72135600
64702500,23885200,78111300
70324600,26707800,80561900
72733000,28265600,81310300
74559500,29375100,80393900
76602300,29916400,78461900
77897400,30079300,77654600
77299300,29691000,76074200
75768400,29582000,73864300
74226000,29012800,71052200
73066600,28686100,69140900
71555300,28498100,68510300
72960800,28407000,70736000
77486800,29621800,79389100
76759800,29426100,78653500
72536400,28016200,75115600
69215800,26579200,71932300
67261600,25660200,75041900
62631000,24656600,73914400
58942300,22836400,70458000
56769600,21557600,71826200
55545800,20781600,70110300
55876000,20469100,68060500
57228600,20531400,68365900
59606000,21305400,72017700
66945300,23788500,77309800
73234500,26859200,79445100
75637300,28445100,80294700
76963400,29555600,79201500
78998100,29927000,77188000
79744600,30031500,75927900
78199900,29696000,74230600
77317700,29518700,72071800
76096200,29293700,69089800
74645800,29112100,67488800
72865300,28893800,67187300
74227100,29072800,69428700
78766900,29933100,77876600
77387800,29617900,76680200
72624900,28228300,72812300
69157100,26847800,69589700
66585300,25962400,72308500
60857400,24756700,70937300
56520100,22903500,67207900
54799400,21566800,68805000
53268500,20856900,66883800
53242000,20451300,64277000
54063300,20466400,64100200
57071000,21177100,67257000
64138900,23640900,73029400
70711000,26542700,75126400
73510600,28347100,76007400
74776900,29505500,76016300
76288300,29732600,75148000
77454600,29870800,75124400
77215300,29403400,74324900
76799000,29352700,72689600
75769500,29027800,70403000
74668800,28968900,68815800
73213800,28701300,68135100
75088600,28645300,69294100
78145800,29309700,75615500
76815100,29582800,73745400
72361500,28155600,69408000
68989200,26535900,65765100
66663500,25631600,68153800
60868900,24498100,66871000
55851800,22490400,62664300
53284600,21105700,63206400
51590400,20332000,60950300
52015900,19960300,58625500
53109800,20079600,58356300
56606300,20894300,61477800
63938700,23160400,67642000
70127900,25903700,70392200
73148300,27969400,71930300
74017800,29281300,72052100
75358900,29755400,71269300
76494200,29917500,71310600
75322100,29364600,70542500
74023600,29258000,68544700
72161400,28771900,66067600
70966400,28324400,64093400
69604600,28083300,62885300
71250500,28315400,64262300
74263900,28975600,70938300
72585800,28433300,69289200
67327200,26967800,65656000
63716800,25175200,62626000
61819000,24424800,65250400
56720200,23553100,64317300
50669100,21670200,59797200
48436600,20212700,58870000
47391000,19359300,56324200
47394500,19066800,53565200
47777500,18935300,52429800
47389900,18945500,53525900
47159900,19677500,55771200
50463200,20553600,56960600
54794800,22354600,59794300
58651300,24379400,61570100
60864300,25039400,61906000
62062800,25158300,62403000
60870100,24891300,63111200
58828500,24340100,60019200
56993900,23725500,57600000
55839100,23360500,55656300
55357200,23297600,55367500
56585600,24241100,57154100
61882200,25723100,63965700
60942500,25893800,63322300
56506300,24746400,60358100
54488800,23473700,58108800
54576200,22858700,61642800
50984200,21946400,61440400
47129900,20624000,57555800
44348800,19309800,56986200
43110100,18608900,54522800
43069800,18173500,51749100
43560900,18093300,50330800
42805300,18062500,50888700
41400900,18438900,51944500
42865100,18871800,52177300
47348500,20007600,54508100
51867600,21452000,56547100
55191600,22615200,56815300
58628300,23436200,57204200
57940500,23737700,58048900
55545800,23256400,54125000
53321400,22694100,51312000
52281600,22235800,50045000
51964200,22139600,49744400
54490000,23253300,52219600
61197900,25199700,60698900
62634400,25682400,62820400
59906200,24855400,60996500
58305100,23590000,58789500
59374800,23051800,62037600
55958800,22025400,61550400
52837200,20522200,58378900
51225800,19566000,58674600
50834700,18800200,57082400
51225800,18800900,55341000
52929200,19110000,56216100
57143500,20103600,60467100
66658900,23023600,67324800
72942400,26419200,70596500
75736200,28076000,71957800
76778200,28970500,71692600
78336800,29345500,70458000
79712400,29525600,69755700
78785300,29273400,68805900
77739800,29514000,67112600
76437800,29028600,64320200
75635000,28955400,62654400
73879800,28959600,61944300
74858600,29329800,63536500
78579400,29803100,71582600
77637400,29544900,71000200
73094200,27916800,67224600
69014500,26269000,64076700
65980300,25185400,66905400
60367400,23861900,65775900
56240600,21907000,61536700
53895300,20547700,61632000
52755500,19848600,59712800
52924600,19604700,57821000
54541700,19730800,58010600
57990000,20692400,61615300
66266700,23441600,68275600
72538700,26612300,71190700
75194400,28221500,71893000
75450900,29145200,71233000
76200900,29454700,69987500
76997900,29826600,69708600
76345800,29275400,68405200
75339400,29286300,66473200
74129400,29072300,64220100
72426000,28877800,62510100
70899700,28694700,61526900
72511100,28983200,62791000
75531400,29476700,70320500
74607800,29354100,69929600
70308500,27826400,66016500
66534700,26201900,62615200
63914600,25136200,64716100
58254500,23815300,64046200
54142600,21801200,59843400
51657100,20540300,59702000
51001500,19867900,57875100
51859500,19539500,55804600
54121900,19679400,56323200
58109600,20659500,59921000
66725600,23255600,66188400
72782500,26222700,68956200
75487700,27944800,69991500
76376800,29049700,69216500
77685700,29456800,67684300
78991200,29795900,66949600
78102100,29366600,65520500
77531600,29389600,63363600
76175600,28985000,60890400
74718300,28782700,58841500
72968800,28419500,57801400
73759000,28566400,58892600
77718000,29112800,66857300
77954900,29181500,67208900
73538200,27713600,63513900
69669000,26125400,60406200
66336900,25147500,62846900
60842400,23824700,61905000
55321600,21941400,58078400
52894700,20553800,57756200
51775500,19790700,55923400
52561100,19457200,53847100
54055200,19604100,54049400
57509200,20423400,57632500
65676700,23030600,64048200
71684100,25861000,66875900
74096000,27505800,68050600
74748200,28495200,67854200
75729300,28687800,66887700
76909400,29016800,66385800
76531000,28688800,65511700
75967400,28555000,63129800
74404300,28209300,61200800
73290900,28111100,59589000
71249300,27983300,58675600
72110800,28267800,60078100
76637900,29025500,67812900
76706900,29108500,67265900
71983100,27675600,63225100
67877000,25991900,59630200
64832400,24932000,62170200
59233300,23671000,61173300
55082300,21979800,57111900
52455300,20595100,56545200
51389100,19862200,54469800
52252900,19667600,52489700
53865400,19817300,52710700
56918000,20676300,55933300
65347700,23128000,62113200
71871600,26009600,65057900
74799900,27782000,66860200
75569400,28912200,67039000
76773600,29250500,66267000
77631700,29429000,65982100
76708100,28939700,65191500
75295700,28756400,62982500
73279400,28295600,60754900
71666800,27916300,58625500
70515500,27555700,57764100
71524200,27820500,59022300
75600500,28377700,65811200
75018500,28435900,65459600
70223400,27022300,61740000
66282800,25361000,58643100
63600600,24540600,61379500
58905500,23605900,60244100
55069700,21837900,55893000
52618600,20313800,54934400
50894500,19257400,52596700
50366600,18806400,50360300
50664500,18634500,49479200
50251600,18719900,50683400
50238900,19401200,52723400
53431800,20403700,54105400
58074000,22242000,56791700
61924800,24148600,58219800
63966300,24823800,58064600
65397200,24934900,58364200
64793300,24806600,59402400
62793200,24356000,56208300
60044200,23867500,54114200
58478800,23582200,52284400
56931800,23801000,51731400
58243000,24434500,53582900
63374000,25734100,60410100
62816200,25962200,60646800
58528300,24784900,57571600
55806900,23481800,55263400
55317000,22901600,58854300
51730700,22061700,58468300
47748700,20289400,54604300
44396000,19039300,53855900
43037600,18095400,51288400
43144600,17726400,48517700
43460900,17712000,47318400
43179100,17782200,47810500
42071400,18129500,48815300
43609200,18342100,48915400
48316900,19667200,51510400
52629000,21201400,53765500
55559700,22308800,54935300
58289000,22992200,55971600
57344700,23363400,57093200
54993800,22831000,53633900
53163800,22403200,51446600
52392000,22100300,50634300
52087200,22268100,50650000
54607300,23257500,53035800
60451400,24884600,59945500
60655000,25596300,62282200
57899100,24809100,60460200
56001300,23472500,58059700
56137000,22930500,61061300
51735300,21781400,60298100
47925900,20252400,56952800
45937200,19262600,56952800
45303500,18696000,55210400
46115500,18633700,53636900
48367500,18814300,54560100
52943000,20032700,59072400
63035800,23031700,66404500
70394700,26318000,69691900
74092600,28210600,71015900
75086300,29311400,70769400
76329700,29635100,70313600
77216500,30002700,70328400
76866800,29487400,70314600
76089300,29586400,69074100
74860900,29347200,66874000
73943000,29223200,65560800
72361500,29167400,65015600
72788300,29452300,66659800
76536700,29803300,73675700
76509100,29644700,73773900
72008400,28284500,69713500
68445200,26567900,65990000
65320100,25357300,68734200
60027000,24070000,67577200
56815700,22339000,63233900
54628000,20966500,62837100
53720500,20318900,60821700
54329000,20021600,58690300
55626400,20092100,58821900
58830800,20858200,63040400
66913100,23522000,69318700
72354600,26179900,72030500
75303700,28051300,73125700
76162900,28806900,72949800
77473000,28693600,72235800
78467900,29110000,72457800
77604100,28570300,71923400
76864500,28771600,70591600
75721200,28587900,68211700
74215600,28395700,66777700
72235000,28225900,66381900
72329300,28233600,67721600
75911000,28625000,74319000
76611500,29253300,74436900
72279900,27898600,70357800
68342800,26514300,66996700
65591600,25262900,69724300
60299600,24002200,68629200
56589100,22271700,64252500
54449700,20961000,64459700
53858500,20295800,62597500
54761400,20021400,60738200
56290000,20076500,61195900
59767000,21014700,64982200
67084500,23712000,70848900
72240800,26546500,73024500
75019600,28382700,74437900
76401000,29467400,74065600
78074500,29678800,72911500
79651400,29979800,72488200
79298300,29678400,71719200
78800300,29907300,70441300
77751300,29902000,68825600
76731100,29868800,67849300
74544600,29926100,67638100
75284200,30166900,69108500
78884200,30144700,74883800
78419600,29985900,74171700
73560000,28426100,69882400
69004200,26673200,66162900
66197700,25602400,68079100
61162200,24446800,66874900
56800700,22632100,62905900
54249600,21308100,63648400
52963700,20628600,61430600
53495100,20310100,59215800
55380200,20407700,59303200
59162000,21269200,63108200
67194900,23981700,69275400
72597300,26463100,71631700
74289200,28102400,71919500
74245500,28879500,71517800
75513000,28875300,70476700
76052500,29344000,70150600
75188700,28752000,69383500
74431900,28918300,67469200
73091900,28563300,65376100
71746200,28250500,63987300
70498200,28001100,63165200
71021600,27939500,64534400
74842500,28154700,71161300
75977700,29460600,72713100
71593200,28317700,68405200
67951700,26664700,65420300
65343100,25534500,68164600
60492800,24400100,67205900
56945600,22427900,63311500
54876400,21032300,64450900
54072500,20190500,62493400
54776400,19941100,60233300
56236000,20108700,60636000
59297700,20991600,64526500
66189700,23632000,70977600
71459800,26226400,73712000
74618200,27839000,73848600
75547600,28883900,72305500
76808200,28929700,70107400
77525900,28986700,69060300
76480400,28380300,67842400
74652700,28290300,65496900
72659400,28167800,62876400
71270000,27965200,60915900
69746000,27665700,59738300
70058900,27847100,61358900
73492200,28027800,67539900
73846400,28491300,69266600
68602700,26997700,65562700
64512700,25258700,62801800
61990300,24491300,65781800
57321700,23627900,64699400
53658400,21772200,60287300
50820900,20256200,59568400
49088700,19405900,57059800
48944900,18913200,54757600
49064600,18701700,54090700
49238200,18855600,55423500
49003600,19584700,57144300
51881400,20492700,58565500
56728200,22443900,60876700
60711300,24302300,61501300
