deu_2012,xbnl_2012,xfra_2012
59136700,21376600,43177400
61266900,22226400,44222500
62199700,22409000,45319600
60441000,21963200,46851800
58665100,21623300,44209700
56797200,21135900,43012400
55359500,20703800,41543100
54433600,20636700,40561800
54473900,20809500,40722900
54928200,20922600,41758200
53725100,20568000,41060800
51221200,20016500,39501100
49935200,19669800,39746600
49771900,20277000,45160500
46026900,19622800,44062400
42824800,18186400,39482400
40522100,17088300,38017000
39011900,16441200,35138100
38408100,16116800,33019500
38051500,15938800,32110000
37422400,15427400,30998200
38342500,15535600,31191700
41204200,16425500,32841800
46185600,17702600,35479000
50189400,19087000,38073900
52698000,20299200,40122800
54998400,21156000,42182500
55052400,21674000,43928800
53132800,21389800,41033300
50398800,20892400,39491300
48331900,20326100,38216400
47770600,20191400,37681100
49232500,20639700,38495300
50456300,20983400,40776000
49281900,20867600,41623600
48912700,20499700,41144300
48460700,20016100,41536200
49097900,20534800,45703700
45252800,19918800,44133100
40694700,18228400,39216200
38849800,17284900,38030700
38222900,16718100,35740200
38676100,16568900,34332700
41280100,16727100,34961400
45618600,17169500,37326500
55639000,19317000,42329800
63102600,22567100,47235900
67375500,24941400,50172700
69156000,26009100,52125300
71331000,26355500,52854100
73146000,26931200,54211500
72419000,26613500,54292000
72406400,26561600,53577900
71543800,26420100,52870800
69506800,26026200,51559500
67167300,25799700,50233600
66241400,25607000,49827900
65011900,24695800,51039000
63721400,23940600,49452700
60618200,22999500,46399100
57985400,22062600,45763600
55593000,22209300,50155000
50103200,21421200,48107100
46154600,19584300,42616600
43841600,18288300,41423200
42763900,17643700,39322300
43310200,17430300,37776300
44678900,17456200,37927600
48012100,17748000,39582600
56707500,19638000,44221500
64117000,22525400,49233700
68782200,24621600,52015300
70135900,25783600,53921700
72327000,26184900,54917700
74040800,26437000,55886100
73665800,25975400,55776100
72934300,26202100,54976600
71437900,26124000,54431500
70379800,25959400,53213500
68449800,25690000,51923900
67361700,25607300,51489800
66480600,24834300,52091900
65735300,23944100,50353400
63110600,23005300,47391100
60993100,22290500,46576800
58762900,22656400,51141100
53159200,21949300,48841800
49083000,20002100,43352300
46487000,18857700,42051800
45577200,18263300,39514800
45715200,18071700,37973800
47156400,18018000,38033700
50466600,18350100,39371400
59824500,20237500,43448500
67537700,23297700,48169000
72185600,25736500,51891500
73696900,26958300,53739000
76516000,27471900,54706500
78507000,27715100,56170900
77357900,27513000,56172900
76842700,27452900,55570800
75578600,27235600,54888200
74339900,27071800,53679100
72658300,26688600,52666500
72016500,26596900,51914100
71247000,25305700,52802000
70201500,24476700,50794400
67017800,23633500,47942100
64466700,22915600,47358700
62072000,23122700,51812000
57029600,22365200,49748400
51837700,20542400,43851200
49032400,19155600,42452600
47582000,18466500,40197500
47588900,18265300,38479600
48601000,18257200,38438300
51603000,18513100,39876300
60996600,20431300,44327600
69134100,23396800,49261200
73150600,25579800,51976000
74594000,26783200,54193800
76870300,27455400,55343900
79204000,27896100,56257400
78903800,27875900,56613900
78539200,27828000,55947000
77210700,27596400,55282100
75614300,27454100,54389200
73610600,27278400,53188000
72325900,27113100,52489700
71037700,26145200,53007300
68470500,25388300,50794400
62520600,24503900,48094300
58666300,23473600,47204500
57145800,23641400,51566400
54286400,23006500,49177700
49969800,21114000,43478000
47690100,19802300,42099000
46386900,19033100,39795700
46263900,18722500,37903000
47215100,18681800,38113200
49874300,18811200,39671000
58974500,20582000,43913100
67230600,23566900,48492100
71181500,25700600,51452500
73696900,26851200,53406100
76213500,27343000,54401000
79835400,27755300,55305600
79220100,27278200,55220200
78128600,27202800,53716400
75308300,26942300,52692000
72168300,26558900,51316900
70617900,25959600,49878000
70495900,25668600,49480200
69110000,24694500,49625600
66870600,23689300,47561000
62831100,22801100,45273500
59381700,21942700,44741100
57753100,22070900,49605000
53053400,21546000,47710300
49031200,19996300,42022400
46873500,18701100,40428300
45097600,17797000,37804800
44552400,17483700,35838500
44392500,17305300,35162700
44032500,16859700,34832700
46792900,17271500,35804100
51514500,18604600,38332300
57090500,20341700,41849500
61006900,22082200,44510300
63584500,22733800,45557300
64982000,22938000,46757600
63782300,22913200,48253400
61929400,22324500,45825500
59592200,21833600,44821600
58547800,21510200,43590900
57234300,21707400,42453600
57155000,21813500,42910300
56654600,21715700,43775600
55465300,21324400,42804200
52822200,20952100,40858500
50524100,20519000,40950800
49938700,20822500,46066100
46753800,20172800,44876600
43307900,18857600,40003000
39855000,17804800,38529700
37619100,17153900,35787400
37512100,16703400,33667800
37555800,16401900,32960600
37274000,15908600,32171900
38714100,15921900,31964700
41380200,16590700,33424200
45980900,17696700,36279500
50011200,18895900,39027700
51929700,19765800,41055900
55003000,20491600,42724700
55275600,20616800,44420900
52921100,20166100,41529300
50556300,19836400,39879200
50213600,19310200,38556200
49275000,19569200,37886300
50417200,20092500,38273300
52264400,20297100,40189600
51675500,20406100,41063800
50633400,20242700,40274100
49613200,19825900,40617800
50410300,20383700,45333400
46879200,19950400,43531000
43470100,18522100,38577800
41395100,17503100,37571100
40656700,17030600,35320800
40924700,16799500,34100000
42866200,16878700,34792400
47143800,17245900,37217500
57310200,19123200,41655000
65599600,21839200,46535600
70452200,24241100,49383000
72166000,25393700,51427900
74430700,25778300,52355100
76124900,26258500,53536700
75630400,26041900,53830400
75030000,26130800,52997500
74730900,25964400,52237200
72826200,25934700,50947600
69988700,25572000,49794500
69748300,25483000,49221900
69198500,24593500,50350400
68287600,23896600,48911500
65168300,23046600,46195700
61902900,22163200,45164400
59272400,22688500,49649100
53887300,21969800,47742700
50236600,20145100,42457500
48098400,18949200,41270000
46933300,18379500,39158300
47308200,18054700,37441400
48640100,18221400,37827400
51577700,18380400,39474600
60797600,20168400,43578200
68722400,22852500,48357600
73178200,24992900,50752200
74029300,26334900,52701800
75645300,26902500,53440400
77435000,27293200,54465900
76800100,27050200,54671100
76131800,27415900,53821500
74849400,27200600,53363800
73558900,26979800,52256900
71679500,26752500,51256000
71166500,26395800,50679500
70525800,25333100,51434800
69134100,24468100,49740500
65974600,23581200,46708400
63163500,22892500,46227200
61025300,23260500,50463400
55466500,22399200,48623700
51243000,20535900,43085100
48980600,19298900,41761100
47733800,18676700,39667100
47579700,18572600,37834300
48736800,18705700,37913800
51723800,18863700,39363600
60508900,20565600,43260900
68130000,23309100,47471600
72599600,25720100,51031100
74200700,26931900,53207700
76945000,27300700,54496300
79197100,27687600,55563000
78043500,27467500,55971600
77367100,27820400,55209400
75819000,27711400,54503200
74741300,27554000,53132000
72903300,27294600,52024100
71837100,27053900,51169600
70795000,25810800,51861100
68769500,24904800,50269900
65422500,24005000,47092500
62524000,23330300,46433400
60369700,23581400,50862200
55128300,22748900,48676800
51170500,20866200,43117500
49115200,19614500,42087200
47736100,18833200,39676900
47770600,18705400,38013000
48755200,18819300,38204600
51728400,19068900,40049100
60253600,20758100,43848300
68064500,23489400,48840800
72623800,25795700,51420100
74592900,27256600,53596600
76965700,27935100,54791900
78719800,28497500,55738800
78106700,27885200,55750600
77491400,27797100,54963800
76977200,27745300,54111300
75090900,27678000,52858000
72803200,27654200,51687200
71691000,27504000,51096900
70849000,26134800,51570300
68751100,25355100,49638300
65312100,24596100,46492400
62833400,23846500,45874600
60342100,23745800,50010600
54925900,22727400,48033400
50907200,20954600,42714800
48672300,19883400,41312200
47554400,19201200,39179900
47307100,18989700,37516100
48289300,19022200,37742900
51175100,19249900,39506000
60171900,20826000,42888700
68012700,23572900,47520700
72822800,25885500,50621500
74594000,27151900,52380600
75786800,27696300,53362800
77323400,27661400,54209500
76375700,27035900,54149600
74159300,26953900,52806900
72296000,26647000,51937700
70985900,26355900,50222800
69300900,25909200,49144300
68562500,25795200,48619800
67786100,24791600,49042200
66066600,23965000,47232000
62505600,22985400,44522100
59667000,21956300,44378700
57854300,22376000,48857500
53487000,21764800,47201500
49568300,20232600,41738500
46980400,18902100,40108100
45065400,18065500,37565200
44504100,17603300,35534000
44366100,17375500,34811100
44073900,16862000,34565500
46564100,17192700,35477000
50969300,18409000,37756700
55558500,20083500,40972400
59538100,21627400,43530100
61958100,22347600,44646800
62920800,22657000,45933500
61536000,22250500,47547200
59142500,21819700,45157600
57318300,21550600,43979900
56273900,21379500,42763000
55350300,21449200,42043000
55775900,21472900,42264000
55816100,21414600,43293300
54547500,20981200,42484000
51385600,20453900,40580500
49585600,20218800,40746500
49908800,20593100,45408000
46484700,20034100,44317800
42715500,18769000,39517800
40124200,17772500,38086700
38725600,17092700,35453400
38189600,16633600,33488100
37979100,16285700,32619800
37286700,16095400,32006900
38480600,15994600,31675900
41433100,16640900,33089300
45632400,17760300,35866000
49254300,19078700,38485500
51298200,20106000,40558900
54254200,20751700,42429000
54874100,20953700,43958300
53594000,20704800,41110900
52112500,20293500,39487300
51869900,19953200,38023800
49985900,19970100,37490500
49821400,20500700,37782200
50985400,20693000,39652300
50976200,20761500,40539300
50022700,20352100,40001000
49255500,20111700,40546100
50263100,20787000,45408000
46113200,19995000,43596800
42861600,18629500,38694700
41063900,17622800,37578900
40291000,17164000,35414100
40422100,17109400,33970300
41762000,17237000,34790500
45688800,17728400,37141800
56123200,19575800,40983200
63569500,22312800,45399200
68200200,24642400,49172800
70395900,25908500,51200000
73112600,26416300,52529000
75417600,26955100,53748800
74859700,26722500,54300800
73399000,26837900,53577000
72204000,26391800,52864900
70942200,26270200,51425000
69026000,26220300,50243400
68140400,25773200,49450700
67927600,24697100,50395600
66389800,24019500,49088300
63180800,23048200,46484500
61012700,22336300,45660400
58806600,22787700,50143200
53091400,21999500,47997100
48936900,20174700,42629400
46896500,18988900,41233700
45700300,18463400,39181900
45831400,18208900,37584800
47213900,18151600,37811700
50314800,18545100,39390100
58719200,20052500,43128300
66390900,22546100,47631700
71285000,24789900,50659800
72859600,26001300,53169300
75047200,26652200,54259600
77704100,27031500,55299700
77833000,26804500,55286000
76761000,26683400,54453100
75425600,26430800,53522900
73770500,26382800,52312900
71972800,25977500,50983000
70653500,25633700,49917300
69655200,24663100,50817000
68249600,23954900,49249400
64926800,23084700,46643600
63117500,22423100,46157400
60198300,22754500,49965400
54419800,21814900,48100200
50428700,20145500,42703000
47937400,18879000,41461500
46399600,18141900,39339000
46501900,17987100,37859800
47541700,17985700,37874600
50554000,18267500,39628800
59152800,19770700,43022300
66363300,22337700,47427400
71754200,24486300,50791400
73572700,25778800,52836400
75747700,26357900,53898100
77233700,26630000,55115100
75981200,26406200,55027700
74068400,26094400,54154500
71810600,26071400,53290200
70690300,25829800,51970100
68662600,25526900,50790500
67688300,25389600,50026300
66470300,24512100,50713900
65543200,23835500,49334800
62762100,22803800,46611200
60397300,22267000,46193800
57952000,22471400,50380900
52519700,21678900,48462700
48979400,19974900,42915200
46581300,18832600,41818100
45300000,18191800,39409700
45084900,17931400,37816600
46326000,18031800,38070000
49224400,18318400,39934200
57757700,19879800,43577200
64865800,22579800,47768200
68100100,24843700,50736400
68970800,25733400,52947400
70910000,26147400,54099500
72797500,26681200,54843000
71945200,26247400,54907800
70576500,26107100,54210500
69943900,25956500,53396200
69114600,25780200,52146900
67027000,25406800,50922100
66516300,25193900,50392700
65542100,24417300,51484900
64165300,23806800,50075400
61638400,22928200,47461800
59370200,22336900,47027700
57380400,22581800,50603800
52319600,21669000,48629600
49089900,20074300,43346400
47253000,18883000,42150100
46010800,18191100,39646400
45869300,17919900,38172200
47261100,17973500,38454100
50495400,18448700,40282900
58524800,19754500,43353300
65899800,22337500,47663100
70451100,24532200,51093000
71692100,25878700,53102600
73556600,26487600,53846100
74212200,26867000,54927500
72518000,26421700,55081700
71167600,26147800,53662400
69457300,25955700,52679200
67946000,25610200,51349300
67211000,25121500,50026300
67330600,24901800,49555800
66592200,23933700,49995900
64912900,23177600,48269200
61816700,22279200,45715400
59113700,21518100,45182100
56305000,21873700,48752400
51310900,21182100,47201500
47224300,19477600,42143200
44953800,18283300,40648300
43551700,17490100,37795000
43156100,17060200,35518300
43150300,16902500,34337700
43265300,16759200,34107800
45380500,16942700,34185400
49579800,17960300,36198900
54387600,19524200,39056100
58091200,21233600,41803300
59667000,22176300,43216700
61095500,22553100,44615400
58731900,22467000,46464900
56593700,21809800,43573300
54840800,21258400,42024300
53143100,20871300,40604100
51681200,20729900,39550200
51728400,21250900,39870400
52635900,21156300,40870300
51827300,20960100,40822100
49422300,20318400,39441200
47977600,19878400,39730900
47473900,20396800,44375700
44169400,19525300,43873800
40989100,18259500,39335100
38354000,17149900,38175100
36988800,16522900,35535900
36702400,16110900,33489000
36872600,15976500,32678700
36587400,15584000,32065800
37414300,15480800,31505000
40025300,16149900,32920300
43929000,17275200,35692100
47894800,18488200,38445200
51305100,19503000,40355600
53958600,20262000,42223700
53424900,20688100,44098700
51300500,20206800,41152200
49852400,19553700,39567900
48840300,19434600,38225200
48466500,19292900,37388400
50014600,19934100,37798900
51391400,20260900,39562000
51442000,20143800,40519600
50613900,19882100,40030500
50229700,19645700,40866300
50647200,20258700,45408000
46629600,19324500,43704900
43126200,17851900,38955000
40946600,16932500,37893200
39933200,16358800,35700900
40078200,16208200,34284600
41720600,16409000,35156800
46010800,16895600,37619200
55459600,18346400,41160000
62673500,20760100,45477800
66947600,23015900,48763200
68128900,24255200,50953500
70775400,24852500,52086000
73019400,25478200,53009200
71982000,25351800,53335300
70600600,25327900,52564300
68815500,25331900,51729400
68331300,25009800,50316100
66560000,24952000,48998900
66566900,24951700,48325100
66261000,24149500,49736600
64812900,23573900,48720000
62144500,22610000,46282200
59845200,22126200,45893200
56637400,22045300,50402500
50949700,20899300,48317300
47231200,19193700,42755100
45346000,18151700,41781700
44367200,17548100,39574700
44461500,17316800,37823500
45426500,17422500,37826400
48894300,17725700,39867400
56933000,19220400,43000600
64215900,21688800,47155300
69399800,23880600,50311200
71451700,25136000,52388500
73915400,25579100,53467000
75471600,25914900,54380400
73552000,25580500,54367600
72021100,25452400,53780300
71069900,25388700,53211600
69701200,24996100,51715700
67798800,24700600,50641200
67941400,24655200,50037100
66975200,23772600,51110700
65704300,22978700,49893700
62834600,22153100,46914700
60674500,21917000,46781100
57760000,22199700,50993800
51844600,21222500,49019600
47886800,19486300,43475000
45725600,18328300,42456500
44690400,17704100,40012800
44738700,17502900,38072000
46175300,17589600,38226200
49883500,17942500,40109100
58485700,19274900,43020300
65868800,21697300,47329200
70937600,23846300,50740400
72490400,25083900,52983700
74257000,25601800,54081800
76808200,25900200,55062000
76692000,25655400,55288000
75396900,25307600,54618100
74012100,25011100,54090700
72362700,24781700,52825600
70115200,24498400,51536900
68942000,24398300,50964300
68330100,23629400,51740200
66894700,22951700,50057700
63728300,22266400,47266300
61608500,21968100,47283000
58413300,22222300,51209900
52599100,20989000,49008800
48403200,19352200,43806100
46329400,18318600,42355300
45502400,17646400,39954900
45470200,17442400,38211400
46427200,17437000,38324400
49300300,17815700,40192500
57441400,19156200,43055700
64588600,21627200,47444100
68854600,23540700,50673600
70476400,24698400,52968000
72069400,25217700,54036600
73664700,25628500,55091500
71998100,25394700,54977600
70856000,25357400,54320500
69200800,24971400,53632900
68119700,24673400,52553500
66570400,24437500,51090000
65898700,24288700,50207000
64633500,23643400,51166600
63495900,23009300,49466500
61008100,22227300,46760500
58837700,21652500,46772300
55558500,22002900,50622500
50005400,20944900,48552000
45989000,19336900,43156800
43793300,18133800,41990000
42861600,17560500,39779000
43072100,17251600,38118100
44644400,17287500,38206500
48116800,17576800,40057000
56505100,18803200,42944700
63571800,20910800,47021800
68005800,23064000,50277800
70061200,24283200,52501500
72330500,24696900,53636900
73952200,25021700,54375500
73416300,24902500,54456000
70857100,24230900,53235200
69095000,24127200,52308900
67205300,23855200,50771800
66265600,23687500,49357400
66076900,23484400,48931200
65661700,22753200,49194400
64038800,22154200,47537400
60866600,21299000,45348100
58501800,20677700,45186000
55982900,21037100,48908600
50620800,20355700,47185800
46648000,18748300,42104900
44092300,17576400,40742600
42395800,16837500,38095500
42172700,16446100,36033900
42313000,16168200,35293300
42102500,15905200,35551700
44270600,15903200,35730400
48258300,16900900,37795000
52939500,18333500,40841800
56554600,19726500,43308100
58800900,20269600,44323700
59764700,20801200,45353000
58290200,20867900,46860700
56173800,20141800,44340400
54491100,19698900,43461300
53254700,19477100,42150100
52278200,19381100,41200300
52963700,19614800,41557800
53148900,19661000,42567500
52425400,19468200,41731600
50144600,19115600,40211200
48524000,18987300,41061800
47822400,19629000,45584800
44239500,18934100,44327600
40885600,17682200,39547200
38413900,16684200,38408900
37001400,16102600,35885600
36734600,15819500,33947700
36761000,15452600,33026400
36490700,15288500,32528400
37274000,15013000,31820300
40028700,15576000,33177700
44302800,16689700,35807000
48158200,17784700,38284100
51240700,18363300,39845800
54220800,18815000,40993000
52931500,18944500,42960400
50126200,18527500,40004000
48972500,18049300,38717300
48279000,17890300,37341200
47708500,18053700,36724400
48522800,18644800,37326500
50057200,19163600,39136700
50310200,19156400,40351700
49836300,19078400,40264200
49758100,19086900,41340700
50073300,19828000,45680100
45962500,18901000,43958300
42915700,17529400,39103300
40983400,16645800,38023800
40043700,16106700,35713700
40640600,16026200,34376000
42477500,16088700,35045800
46480100,16471300,37365800
55458400,17618400,40461700
63049700,19676700,44542700
67887300,21763500,47987300
70004800,22977500,50357300
72053300,23591500,51347400
74362900,23897700,52307000
73691200,23715100,52742100
72515700,23711600,52107600
71337900,23620600,51413200
69702300,23401500,49978200
67810300,23302400,48939000
67165000,23241100,48764200
66450700,22606300,49487100
65583500,21848600,48745500
63012800,21237500,46607300
60849300,20937400,46401000
57932500,21401900,50234500
51827300,20459600,48079600
48058100,18917300,42840500
45971700,17824600,41404600
44891700,17203800,39268300
45113700,16954200,37602500
46349000,16953900,37616200
49422300,17263300,39506000
57320600,18346200,42212900
64673700,20471700,46210500
69581500,22530800,49575500
71295300,23839100,51813900
73257500,24382900,53190000
75179500,24758500,54198700
74739000,24589800,54165300
73878600,24589400,53671300
72616900,24376000,53052500
71121600,24203200,52007400
69070900,24059200,50895600
68235800,23888700,50324900
67719400,22981500,50909300
66451900,22261900,49361400
63203800,21606400,46932400
61073600,21212400,47211300
58848000,21795000,51049800
53138500,20913200,48773000
48909300,19328000,43447500
46894200,18213500,42062600
45907300,17670900,39860600
45953300,17366300,38310700
47209300,17375800,38216400
49983600,17613600,40036400
58152200,18676200,42535100
65490300,20894400,46597500
70242900,22914100,50052800
72260300,24352800,52349200
73981000,25019900,53712500
76012200,25471900,54875400
75612000,25286900,55131800
75008100,25193500,54445200
73625600,24950100,53822500
71564500,24712100,52728300
69694300,24419000,51654800
68970800,24164400,51031100
68479700,23174400,51741200
67131700,22384500,49827900
64042300,21725200,47350800
62206600,21267700,47467700
59370200,21979000,51422000
54039100,21085700,49168900
50042200,19585500,43707800
47875300,18371700,42255200
46880400,17743800,40055000
46738900,17507300,38473700
47782100,17513500,38470700
50456300,17770400,40355600
57918700,18775200,42927000
65039500,20710700,46916700
69874800,22858500,50241400
72351200,24179400,52966000
74794200,24744900,54350000
76588500,25104900,55441200
76054800,25017700,55825200
75278400,24968600,55027700
73893600,24850800,54536600
72251100,24679200,53535700
70397000,24530800,52233300
69598800,24319700,51616500
68478500,23660500,52112500
67123600,23023400,50162800
64452900,22279400,47806500
62864500,21653500,47915600
59972900,22158700,51233400
54818900,21275300,48885000
51110700,19777000,43415100
48902400,18585300,42044000
47762600,17925700,39747600
47628000,17630300,38147600
48522800,17639700,38234000
51444300,17933100,40014800
58891700,18963700,42419200
66099900,20892400,46450100
71206800,22907800,49656000
73769400,24313200,52063400
76182500,25106100,53413900
77648900,25522500,54388300
76598800,25488400,54390200
74458300,25348100,53367800
72422500,25255400,52636000
71216000,24880500,51044900
70146300,24414100,49759200
69856400,24336800,49150200
67871200,23692600,49244500
65404100,22906200,47462800
62183600,22157100,45321600
59958000,21768100,45576000
57015800,21524700,48576600
52484100,20829700,46717300
48307700,19465400,41328900
46092500,18335300,39793800
44491400,17545100,37262600
43700100,17150800,35362100
43264200,16882800,34759000
43696600,16792800,35206900
45729000,16705700,35072300
49569500,17621600,37215500
54419800,19034500,40432200
58499500,20498900,43164700
61094300,21464600,44399300
61620000,21869000,45692900
60453700,21913000,46897000
57483900,21491800,44421900
55456100,21053300,43649900
54325500,20649200,42301300
53974700,20629200,41534200
54529100,20674700,41844600
54406000,20628500,42706000
53924100,20305600,41844600
51544400,19835300,40333000
50687500,19716800,41309300
49097900,20065500,45058400
45290800,19179900,43516300
42281900,17871400,38789000
39812500,16813000,37510200
38397800,16162700,35047800
37806600,15877600,33169800
38176900,15698800,32341800
37958400,15514500,32123800
38294200,15180700,31110200
40539400,15640400,32568700
44141800,16565900,35009500
47484200,17590900,37224300
49778800,18478800,39027700
52940700,19106700,40579500
52248300,19354200,42250200
49966300,19137400,39539400
48421600,18730900,38237000
46920600,18434200,37117300
46482400,18204800,36550600
47671700,19055400,36998400
49119800,19379400,38824300
49377400,19310400,39837000
49010500,19306600,39697500
49163500,19537300,41049000
48701100,19813300,44549600
44632900,18774500,42627400
41687300,17495400,37575000
40077000,16680000,36514200
39252300,16154600,34428000
39297200,15960000,33159000
40973000,15998200,33597100
45378200,16494500,35777600
53925200,17474700,38266500
60771100,19576500,41952600
66057400,21516100,45461100
68123100,22715700,47779000
69407900,23275400,48899700
71742700,23792600,50046000
70882400,23673900,50638200
69673600,23573700,49755200
69049000,23755000,48929200
68314000,23265800,47660200
66095300,23335400,46521800
64654200,23277300,45946300
63760500,22516100,46979500
62700000,21841400,46088700
60572200,21211000,43806100
59528900,21057500,44490600
56466000,21240900,47550200
50988800,19990600,45571100
47572800,18306000,40138500
45415000,17337000,39137700
44202700,16802300,36944400
44180900,16581600,35551700
45458700,16623700,35653800
48858700,17044200,37449300
56078400,18083600,39667100
63028900,20085000,43528100
67841300,22029700,46885200
69757500,23152200,48765200
71366600,23755500,49979200
73302400,24273400,51164700
73307000,24085600,51309100
72942400,24017700,50318000
71452900,23889700,49770900
69908200,23721200,48602100
68015000,23371700,47541400
67337500,23562700,47105300
66635900,22763300,48101200
65383400,22136100,46704500
62779400,21567600,44408100
61445100,21521600,45014200
57734600,21513300,48145400
51767500,20353200,45874600
48244500,18781100,40535300
46138500,17685000,39332100
45053900,17053400,36867800
45224100,16767700,35526100
46405300,16793200,35485800
49510800,17078400,37406000
56694900,18069900,39501100
63531600,19965200,43201000
68248500,22141600,46635800
70665000,23604800,49093200
72921700,24197900,50421200
74824100,24565500,51757900
74301900,24414300,52156700
73454200,24455100,51068400
72237300,24343300,50558700
70426900,24287700,49366300
68756900,24273900,48350700
68055300,24266600,47655300
67104000,23220000,48254400
65929700,22323900,46690800
62892100,21780500,44671400
60058000,21812800,45179200
55828800,21834200,48051100
50508000,20716100,45941300
46736600,19177100,40735700
44430500,18119900,39474600
43284900,17493900,37170300
43223900,17292700,35620400
44000300,17245600,35625300
47348500,17693900,37418800
54917800,18567200,39374400
62227300,20486500,43138200
67776900,22504200,46537500
70651200,23555000,48914500
72666300,24242700,50129400
74389300,24586200,51251100
74120200,24481400,51521200
73229900,24451500,50610700
71627700,24028600,49869200
69726500,23905200,48481300
67974700,23887500,47403800
67199500,23667100,46912700
66365600,22853900,47637600
64869200,22046700,46078900
62521700,21340600,44061400
61491200,21096200,44681200
58030200,21486700,47529600
52317300,20431500,45555300
48395200,18776900,40364400
46270800,17683200,39094400
45047000,17042400,36819700
45133200,16853100,35369000
46228200,16864300,35380800
49589000,17390000,37135000
56500500,18406800,38972700
63401600,20176300,42566500
67189200,22275300,45926600
69579200,23619000,48246600
72090100,24207800,49208100
73882100,24446700,50148100
73105700,24247100,50465400
71035400,24144800,49104000
68938600,23647400,48173900
67171900,23526100,46761500
65781300,23112700,45721300
65253400,23194100,45386400
64042300,22535000,46063100
62191600,21800500,44584900
59257500,21192300,42766900
57917500,20965700,43716700
55465300,20983400,46545400
50491900,20149500,44603600
47103500,18726600,39337000
44760600,17505300,38042500
43486200,16717800,35555600
43026100,16411000,33731600
42725900,16245000,33069600
43125000,16136600,33563700
44780100,16007100,33269000
48341100,16971200,35312000
52824500,18383500,38384300
56587900,19947500,41012700
58317800,20859300,42276800
59647400,21286200,43574300
58928500,21033900,45181100
57199800,20955000,43001600
55542400,20592500,42239400
54437100,20173600,40966500
53660700,20259700,40123800
53863100,20458200,40445000
54130000,20479000,41233700
53317900,20160100,40648300
51114200,19760500,39457900
50659900,19824100,40509800
48687300,19971900,43826700
44727200,19070900,42338600
41791900,17893800,37610300
39912500,16894300,36305000
38696800,16238000,33762100
37865200,15887800,32032400
37976800,15672500,31248600
38002100,15634100,31240800
38262000,15391900,30277200
40448500,15740900,31401900
44053200,16707800,33948700
47529100,17929500,36432700
51209700,18701400,38346000
54929300,19317800,39827200
54371500,19644200,41607900
52189600,19517100,38959900
50634600,18764100,37696800
50107800,18722700,36527000
49196800,18819100,35866000
48874800,19411000,36355100
50501100,19736300,38103400
50827800,19851400,38726100
50570200,19904900,38535600
51152100,20223000,39642500
49980100,20147200,42663800
45381700,19006900,40930200
42479800,17766000,36099700
40829200,16894400,35077300
40085100,16373100,32953700
39891800,16231000,31588500
41113300,16333100,31877200
45503600,17008000,33789600
53814800,18156100,35504500
60900000,20177900,38993300
65347700,22393900,42346500
67623900,23690900,44644800
68928200,24274100,45852000
70896200,24827700,47040400
70337200,24862800,47714200
69497600,24602200,46249800
69281400,24600300,45169300
67385800,24377400,43788400
65397200,24082000,42906400
65048700,23901800,42613700
64990000,23242300,43695100
64084800,22490100,42832700
61362300,21694200,41205200
58822700,21748300,41816100
54760300,21694900,44733200
49221000,20546600,42759000
44539700,18888200,37718400
42445200,17748200,36693000
40830400,17144700,34338600
40816600,16933100,32894800
42294600,16908100,32908600
45787700,17405500,34639200
53288000,18462600,36134100
60099400,20654200,39430400
64348200,22708800,42615600
65922800,24017400,44842300
67522700,24536100,45855900
69518300,24983600,47019800
68136900,24850400,47545300
66815400,24812300,46240900
65519100,24580100,45477800
64217100,24384700,44183200
62942700,24096300,43251100
62426300,23923800,43036000
62196200,23248900,44137100
61479600,22597100,43187300
59640500,21813700,41534200
58355700,21931100,42361200
54632600,21755600,45109400
49102500,20567900,43062500
45543800,18982600,38128900
43448200,17891700,36971900
42332500,17359600,34784600
42460200,17140900,33145300
43733500,17108200,33170800
47177100,17659000,34820900
54340500,18820700,36271600
61326700,20824200,39485400
65566300,23048200,42565500
67492800,24381900,44772500
69250300,24907200,46004200
71030800,25357600,47127800
70601800,25185800,47922400
69736800,25113900,46613200
67856300,24980100,45943300
66546200,24804000,44789200
65223500,24563700,43944500
64886500,24464300,43930800
64541400,23624700,44848200
63239400,22619200,43677400
61399100,21973600,42092100
60595200,22081200,43011500
56143900,22057200,45574000
50577100,20867500,43594900
46735400,19200100,38437400
44866400,18116100,37394300
43743800,17436000,35086100
43679400,17116900,33508700
44938800,17155900,33548000
48657400,17682300,35170600
55802300,18872500,36659600
62632100,20775300,39930300
66791200,22974500,43191200
69313600,24358100,45569100
71034200,24838000,46765400
72773300,25180800,47911600
71999200,24789300,48750400
71151600,24844600,47625800
69202000,24634100,47178900
67667600,24493600,46022900
65806600,24236400,45071100
65482300,24101200,44900200
64840500,23466100,45648700
63738600,22642900,44400300
61501500,21973800,42798300
60401900,22004900,43640100
56207200,21986600,46264500
50858800,20723200,44220500
46905700,19118700,38977600
44685800,17897600,37838200
43583900,17200900,35564400
43502300,17077400,33931000
44685800,17098100,33921200
48344500,17639600,35496700
55173200,18688800,36997500
61921300,20574800,40190600
66132100,22784200,43333600
68132300,24069200,45689900
70268200,24551000,46631800
72047500,24912700,47784000
71414900,24463600,48720000
69231900,24359300,47389100
66653200,24110800,46580800
64656500,23697300,45371700
63204900,23427200,44458200
63103700,23478600,44504400
62606800,22748100,45141800
61377300,21963200,43898400
59088400,21322300,42328800
