dnk_2012,deu_2012,fin_2012,pol_2012,xalp_2012,xbnl_2012,xbal_2012,nor_2012,swe_2012,xfra_2012,xhur_2012,xczs_2012,xgbr_2012,xgma_2012,xibe_2012,xita_2012,xskb_2012,xfwy_2012,hoy
2924180,50766800,8735730,13869800,13704100,20025000,2103780,12379400,13569200,53838200,8730370,8793720,37249600,5467100,29243400,29565400,7568870,4097460,7874
2832710,49707500,8583700,13586300,13496300,19048100,2076940,12274900,13325000,51048800,8514010,8727650,35945700,5206080,28003800,28405500,7131320,4186790,7875
2802550,49659200,8551690,13523800,13401400,18587100,2156750,12231300,13220000,48790700,8451800,8725920,34366600,5041830,27416700,28006700,6857670,4152090,7876
2813610,50160700,8725730,13548800,13339700,18427500,2207120,12249900,13239000,48154200,8607420,8765840,33019900,5036250,27164000,27821500,6753480,4163800,7877
2902070,50215900,9016780,13693900,13570200,18633600,2416290,12570100,13471100,49478200,8923430,8763030,31998100,5251270,27375000,28168600,6953110,4276850,7878
3131260,51297100,9214820,14440700,13941100,19466500,2639070,12886700,14029500,51706900,9450650,9256440,32136000,5550490,28624200,30560300,7327220,4450110,7879
3520280,55869000,9512880,14991400,14440100,20933800,2802970,13390200,14781000,54070000,10059800,9657460,34466300,5988210,29860000,33545100,7915510,4727970,7880
3833900,60461700,9633910,15946800,14975000,22380800,3002160,14003900,15462500,56336900,10468300,10119200,37927300,6479070,32696600,36297100,8506220,5067580,7881
4070130,63567200,9682920,16826200,15402400,24078900,3075030,14707400,16185000,58352400,10716600,10602500,42013400,6591600,35397100,38177600,8980180,5371630,7882
4187740,65750300,9782940,17302900,15486700,24822400,3094290,15047100,16770400,58751200,10765700,10913000,45436100,6609200,36007100,37979200,9033780,5400510,7883
4181710,67119000,9856950,17474000,15605400,25157500,3101340,15092500,16948500,59739300,10761400,10955900,47070100,6635340,36217600,37277800,9066890,5411410,7884
4111340,66509400,9834950,17381700,15169400,25131300,3104650,15024900,16924500,61008300,10720700,10798600,47622800,6589880,36522400,35449900,8992470,5368910,7885
4046000,64054900,9965970,17410600,14957400,24698100,3045240,14899000,16786400,58076400,10494400,10729600,47975300,6420110,35714200,33550200,8851100,5246220,7886
4038970,62720700,10350000,17080900,14762000,24339600,3211840,14929600,16805400,55952900,10481500,10552400,47564600,6622920,34128900,33504600,8721640,5087530,7887
4129440,62840300,10847100,17267400,14965600,24397000,3358720,15188800,17386800,54404000,10768700,10666800,47346300,7007800,33427400,33966100,8865050,5110090,7888
4516450,65521400,11028200,18425500,16011100,25461600,3379650,15654300,18189300,54863600,11724300,11133200,48114700,7808860,33879600,36269800,9594370,5578460,7889
4858220,69242200,10982200,18389000,16808700,26932500,3306140,15808000,18320400,59635200,11812000,11297700,51564900,8340920,36757100,40345600,10230500,6024700,7890
4661200,68845400,10775100,18118000,16324300,26582900,3139760,15623800,17924200,61621200,11580700,11046500,53528400,8327910,38161800,40862800,10277400,5966640,7891
4284240,65645600,10310000,17801700,15422900,25663200,3008810,15285000,17398800,59270800,11365000,10851000,51861000,8045600,38554600,40392200,10035100,5869010,7892
3978660,60799900,9996980,17084800,14443900,24349600,2828840,14885100,16800400,55763300,10863500,10432800,48608700,7587410,38278700,38222200,9662450,5617140,7893
3746450,57619600,10236000,16009300,13888000,23120700,2608940,14569500,16168000,53479700,10143300,9860430,45496700,6979190,36486800,35478300,9347870,5405220,7894
3500170,56525800,9947970,15073100,13989000,22537200,2446580,14182600,15522500,56732800,9499560,9443950,42301300,6619840,34129800,33025900,9004000,5034870,7895
3264950,52616300,9394860,14104300,13486900,21654400,2300250,13838300,14904100,56309400,8960100,9031520,39332700,6078530,31596800,30513800,8546220,4795430,7896
3018670,48831100,8943770,13153800,12920000,20095700,2167940,13304200,14349700,52039800,8457250,8558790,36527200,5531170,28979200,28123100,8070140,4365060,7897
2880960,45913100,8652710,12532900,12492100,18776200,2064280,13154200,14070500,50584200,8133720,8335440,35443300,5268180,26965900,26207100,7564140,4119400,7898
2822650,44622500,8563690,12206100,12514100,17808700,2090790,13008900,13892400,47711300,7924860,8253690,33913100,5027920,25795400,25048200,6994400,4003170,7899
2805570,44077400,8507680,12017800,12265500,17349400,2121020,12933000,13864400,45048500,7839800,8216820,32331000,4842130,25211400,24379200,6631340,3933700,7900
2837730,43815100,8603700,12066800,12203900,17161000,2182320,12968200,13935400,43854200,7906220,8196760,30718000,4819440,25012000,24470300,6574070,3939870,7901
2908100,42812200,8814740,12056200,12515200,17128800,2262770,12976500,14136600,44375700,8105380,8142410,29602500,4946040,25222100,25114000,6573870,4066290,7902
3098080,41740200,8904760,12374300,12432600,17639200,2470130,13177300,14547900,45529800,8408120,8489570,29339800,4974300,25969900,25493600,7026300,4231230,7903
3405680,43654100,9135810,12544500,12738500,18317200,2621910,13480000,15121300,46659300,8797570,8768660,30496200,5287800,26171500,26203100,7399230,4432570,7904
3717300,47540600,9269830,13198000,13249200,19341300,2794170,13920600,15649600,48715100,9212050,9269230,32243800,5563920,27997000,27951000,8038180,4787830,7905
4014840,51404000,9394860,14082200,13827200,20750500,2883950,14402900,16337100,51576200,9507180,10035600,35209500,5911680,30536500,30212100,8579870,5111020,7906
4212870,54579700,9559890,14674300,14129400,21728900,2873840,14947200,16935500,53350100,9674370,10529700,39489100,6249320,31649200,31974300,8825130,5143390,7907
4324450,58555900,9690920,14970300,14396600,22561300,2914360,15146200,17288700,54647600,9721780,10665100,42314000,6319310,32158600,32539000,8884060,5186670,7908
4332490,58076300,9644910,15084700,14136000,22919200,2969610,15228600,17504900,56158200,9635540,10355900,43874200,6271580,32909200,32752600,8789430,5105680,7909
4310380,55343400,9703920,15245200,13796700,22394100,2978200,15337800,17606900,52167500,9452380,10203800,44726700,5905170,32929000,31191900,8511840,4918040,7910
4314400,52803800,10032000,15078000,13554800,22000700,3045670,15656200,17860100,49988000,9446580,10057100,44519900,6021590,31370400,30341700,8383640,4927360,7911
4364660,52637000,10461100,15168300,13715900,21922900,3292470,15438700,18447500,48665000,9765240,10199400,44882000,6424640,30665200,30505700,8564620,4948330,7912
4636070,55449200,10602100,16389900,14687600,22808100,3366120,15836700,18915800,49704200,10766600,10706900,46259000,7278840,31226500,31929700,9430250,5386780,7913
4954720,60553800,10552100,16695500,15655900,25322700,3324630,15837600,19161000,55447100,11030800,10879000,50885800,7874000,34267200,35668500,10297300,5714440,7914
4801930,61308300,10452100,16684900,15749900,25576000,3257270,15711700,19001900,58719800,11027300,10867100,52825500,7859400,36285800,36437800,10380600,5731040,7915
4539570,60353600,10192000,16731100,15388100,25245800,3067750,15535900,18634600,58445700,10944100,10790300,51841700,7768180,37401800,37418500,10321500,5719080,7916
4164620,57623100,9976970,16198600,14652600,24459700,2944970,15404400,18013200,55999100,10511100,10466500,49385800,7503970,37502400,36288000,10081700,5595000,7917
3987700,55438900,10130000,15440300,14122800,23175800,2654880,15138800,17302700,53689900,9828620,9970620,46498500,7046960,36371000,34472200,9612830,5343040,7918
3670050,54863800,9949970,14606000,14069800,22441400,2342070,14791700,16393100,56467600,9153020,9704860,42978400,6588870,33023600,31778900,9338060,5030280,7919
3350390,50952000,9440870,13539200,13438800,21284900,2130630,14265900,15513500,55502100,8610370,9316700,39415100,5969180,30557400,29088700,8705830,4686500,7920
3174480,46939000,9101800,12650200,13241300,19720800,2110130,13540200,14654900,51591900,8172880,9061020,35521000,5356820,28069600,26417700,8070850,4238680,7921
3038780,44890500,8824750,12262800,12865100,18638900,2075800,13476300,14430800,50803200,7956640,8946970,34537700,5110220,26497900,25034100,7355020,4056520,7922
2981480,44379900,8735730,12084100,12766900,18030400,2029090,13279200,14260700,48573600,7776560,8816280,33728500,4853530,25855400,24495600,6896100,4017160,7923
2992540,45711800,8783740,12176300,12864200,17859000,2109260,13291200,14368700,46583700,7790120,8723920,32502600,4721230,25790800,24383300,6677460,3899700,7924
3047820,48781600,9168810,12447400,13412900,18161300,2368040,13448600,14608900,47158300,8176500,8894890,31491500,4865550,26647900,24827600,6717660,3987900,7925
3332300,53576700,10366100,13288400,14984600,19247200,2978100,14048400,15445500,51284500,9200210,9628970,30954100,5426080,29541900,26838700,7063370,4186520,7926
4028920,64597800,11137200,16050600,16759500,22202800,3406960,15238700,17480900,58827800,10820800,11318200,32475500,6266530,34431800,32920600,8202660,4780340,7927
4881340,74298500,11377300,17678700,18235700,26148500,3568670,17172400,19644300,63906700,11591700,11963900,39092400,6541390,37929400,38859800,9228550,5346030,7928
5083390,76504500,11255200,18574500,18824800,27921500,3716630,17678700,19872500,64424400,11845700,12141300,47661700,6733450,39959100,43667400,9722470,5694380,7929
5086410,77012900,11265200,18860900,18931200,28730400,3677890,17431600,19730400,65166900,11868600,12330500,50286600,6630860,41751800,45219000,9865540,5799320,7930
5133650,78540300,11221200,18813800,19207800,28859500,3614680,17328800,19870500,65447800,11802800,12266400,51900900,6533580,42523100,45694700,9723050,5768330,7931
5128630,80548600,11212200,18947400,19345700,29388300,3610620,17435300,19920500,66500700,11744400,12262300,52458400,6565370,42532800,45547000,9509630,5763860,7932
5019060,80034400,11161200,18863800,18550500,28598700,3626570,17257600,19887500,66159900,11784900,12402600,52600400,6653640,42347900,42957900,9245550,5705470,7933
5038160,79717000,11073200,19008900,18748000,28560200,3643150,17290900,19903500,65187500,11651600,12428700,52694600,6626210,40492100,42759500,9011190,5669870,7934
4988900,78664600,11143200,18810000,18677800,28301500,3767340,17271400,20017600,63823300,11584000,12393100,52407800,6883330,40156500,43896200,8891170,5560650,7935
4950700,78158500,11510300,19155000,18613000,28314000,3835020,17459300,20528900,63092500,11774200,12624900,52445500,7163130,40247900,44848600,9034780,5552360,7936
5259300,79336300,11475300,20515000,19385000,29068300,3797580,17723100,20785100,64104200,12610700,12904100,53618700,7952940,41330700,46449800,9958800,6022900,7937
5600070,81594100,11348200,20585100,19348700,30719600,3672220,17557500,20717000,68597700,12742300,12917800,58930100,8501700,43494800,48530700,10649900,6442580,7938
5326650,80241500,11269200,20192000,18841800,29967600,3520940,17298300,20264700,70997200,12552700,12578000,60283000,8537380,44336200,47196700,10835800,6382070,7939
4964780,77772000,10975200,20034400,17790600,28808700,3431600,17106700,19714400,67794300,12271500,12450900,58449600,8454800,44225700,45818200,10692500,6277070,7940
4605910,73203500,10599100,19450100,16694500,27273100,3163040,16763300,18979900,63031600,11770400,11962600,55431700,7952510,43062300,43652200,10389600,6038590,7941
4272180,68623400,10664100,18186200,15907700,25628000,2831990,16393900,18074300,59111600,10995700,11228000,51833900,7295510,39900800,40604700,10033800,5688870,7942
3873110,64534500,10307000,16654200,15472300,24535200,2546220,15784900,16876400,61513100,10256800,10499500,47358100,6803800,36222200,36856800,9673510,5253310,7943
3440860,58536300,9772930,15457600,14551100,23128200,2351260,14962000,15704600,60332500,9619770,9949110,42258600,6196800,33305700,33536000,9015950,4884420,7944
3148340,53822900,9323840,14485900,14005400,21235500,2277420,14118700,14849100,55724000,9094760,9571800,37522100,5697000,30494900,30128100,8285930,4501820,7945
2995550,51697300,9133810,13941900,13810400,19958900,2232230,13914200,14479800,54968700,8784020,9455430,36263500,5459860,28825500,28697000,7677900,4313240,7946
2940260,51177400,8998780,13703600,13582700,19267400,2231330,13775300,14337700,52824600,8575050,9284500,35269000,5216590,28005500,27681800,7188340,4147060,7947
2934230,51840000,9084800,13755500,13520200,18950500,2302580,13752200,14341700,51071400,8632130,9156890,33926500,5117440,27872600,27489500,7012680,4105820,7948
3028720,54069000,9464870,13925600,13837200,19135200,2557140,13972500,14532900,51650900,8927730,9331030,32702200,5229780,28514800,27692900,6971670,4107790,7949
3358440,58067100,10502100,14612800,15184700,20217200,3005350,14424200,15382400,55659200,9810510,9948960,31887700,5793250,30971100,29263800,7317480,4448520,7950
4121400,68209400,11205200,16793500,17199700,23015200,3468230,15920000,17486900,63444100,11091300,11578600,33321800,6602160,35870700,34298100,8296250,4922110,7951
4987900,77130200,11525300,18298600,18510700,26708400,3620550,17542600,19458200,68419000,11596600,12159200,39525700,6867340,39264600,40543000,9214190,5459530,7952
5209040,79744600,11398300,18871500,19088900,28300700,3726540,18003600,19925500,68641900,11802900,12283700,47706600,7078300,41312900,44890100,9636570,5744590,7953
5181900,79296000,11274200,19138700,19162500,28949300,3726050,17750000,19839400,69177200,11750200,12452700,49932500,7040350,43064000,46506500,9696210,5740300,7954
5231160,80135600,11260200,19046400,19481500,28997400,3661430,17717600,20033600,69081000,11647000,12371900,51383500,7017780,43556400,46572200,9451120,5668550,7955
5197990,81274300,11201200,19196300,19589800,29105900,3661100,17607400,20114600,69758700,11592700,12400300,51945200,7012130,43540300,46723100,9317520,5680740,7956
5098470,80820000,11162200,19225200,18800200,28846000,3673210,17450100,20063600,69451200,11580700,12599000,52297200,7020010,43348200,43994300,9025250,5620840,7957
5103500,80798100,11200200,19428900,18846000,28730800,3772810,17526000,20021600,68203900,11499200,12576400,52581000,6858730,41649600,43851600,8925700,5575350,7958
5022070,80227700,11473300,19300100,18791300,28566600,3835500,17644500,20185700,67171600,11441600,12547700,52483500,7093070,41348800,45074300,8864000,5487820,7959
4970810,79872200,11816300,19749900,18892500,28511600,3806420,17929600,20730100,66450600,11700200,12699400,52627200,7419810,41281600,45980100,9079120,5499350,7960
5265340,80713000,11792300,20892700,19532000,29330700,3807860,18090600,20947200,67286500,12671600,12907300,53481000,8216420,42499400,47936600,10008000,6014770,7961
5596050,82817900,11648300,20757200,19588100,30841300,3679660,17887000,21010200,71615000,12793700,12881000,58718800,8744790,45210000,49182500,10673400,6363970,7962
5328660,82163400,11654300,20466000,18974400,30034300,3544930,17675900,20582000,74050900,12598100,12542300,60473400,8740760,46389700,47780700,10865800,6303050,7963
4987900,79665200,11498300,20322700,17918900,28778900,3442840,17388100,19951500,70542500,12308800,12359900,58984200,8616290,46451900,46441700,10840500,6198580,7964
4624010,75609700,10952200,19671100,16721100,27246600,3186600,16980800,19222000,65943800,11820200,11954400,56246800,8108820,45044200,43879000,10384900,5962200,7965
4296300,70781200,10982200,18345700,15771800,25647600,2833860,16581800,18252400,62202600,11025900,11170600,52741300,7386930,41926400,40735300,9973190,5639140,7966
3910300,66556600,10574100,16922300,15540600,24599600,2563620,15861700,17116600,64406700,10324700,10487400,48099300,6856180,38230300,36753600,9656240,5207900,7967
3470010,60400800,10051000,15610400,14464900,23258100,2333200,15083200,15934800,62647600,9739230,9932630,43223600,6218690,34811700,33695900,8961050,4850480,7968
3171460,55691900,9616900,14604100,14009100,21436300,2306570,14277000,15160300,57984100,9217770,9548180,38346400,5666570,31739900,30768800,8299750,4465710,7969
