dnk_2012,deu_2012,fin_2012,pol_2012,xalp_2012,xbnl_2012,xbal_2012,nor_2012,swe_2012,xfra_2012,xhur_2012,xczs_2012,xgbr_2012,xgma_2012,xibe_2012,xita_2012,xskb_2012,xfwy_2012,hoy
3369490,49062300,8071600,13932300,11590300,19781100,2611720,10218100,12791700,38970700,9316450,8673490,36476100,7725900,34714900,33422600,7564050,5302100,5397
3405680,49944500,8297640,14137000,11753700,20445200,2470850,10337500,12935800,40516700,9054910,8402830,36712400,7452780,35678200,33644300,7670370,5333900,5398
3254900,48514800,8244630,13431600,11467100,20517400,2155740,10439300,12408400,43093000,8330900,7912600,36469400,7054530,34028100,31834600,7225740,5028540,5399
2991530,44918100,7864560,12287800,10567100,19290400,1944770,10010700,11767000,41505700,7717040,7601600,34335900,6636860,31960200,29821500,6524540,4526940,5400
2784460,42271600,7434470,11582400,10749300,18067700,1863880,9730280,11268600,36762700,7293250,7536930,31783300,6248770,29738400,27845800,5936380,4038230,5401
2638700,40615300,7199420,11061500,10482700,17164800,1813080,9350770,10708300,35674400,7047460,7244730,28967800,5942910,28027700,26195000,5460150,4028310,5402
2567330,39510000,7139410,10920200,10259700,16528800,1733820,9123060,10491100,33511600,6857070,7109760,26780300,5789170,27075400,25237500,5120610,4008690,5403
2567330,39825100,7132410,10876000,10123100,16395300,1766380,9064750,10491100,32209200,6835080,7149240,25527900,5625670,26602700,24664600,4949820,3915590,5404
2645740,41414700,7212430,10994200,10212400,16526900,1823370,9142500,10533100,32505900,7074680,7398530,25112400,5604840,26784100,24617100,4877610,3907100,5405
2819640,45641600,8010580,11037400,11080400,17272500,2120150,9222110,10851400,34264000,7340840,8297380,25223000,5618900,28375700,25474400,4929590,3856490,5406
3303150,54063300,8793740,12708800,12652600,18596400,2505930,9970020,12405400,35741200,8342850,9155660,26134100,5872030,29998400,26133200,5422350,4081460,5407
3965590,61462400,9159810,14544500,14186100,20849600,2857720,11114100,13980500,38525800,9219560,9652400,29853900,6435580,32354800,28344800,6079390,4711960,5408
4298320,65986100,9334850,15824700,15289200,23095400,3072510,11418600,14608900,41944800,9749620,10008500,35942600,6889110,35660000,31132200,6537610,5131980,5409
4402860,68086300,9299840,16409100,15656500,24504500,3087380,11424200,14955100,44378700,9988080,10122000,40620100,7055530,38421000,33102800,6726730,5319660,5410
4530520,69890900,9398860,16635900,16152100,25187100,3054260,11478800,15275400,45683000,10091100,10312700,43093800,7190820,39814000,33908400,6806000,5344170,5411
4528510,72099300,9412860,16895400,16443200,25639400,3072300,11498200,15346400,47027700,10206500,10423300,44055900,7332920,40874000,34177700,6826360,5473600,5412
4455130,71737000,9349850,17000200,15782800,25480300,3123620,11460300,15272400,48104200,10355000,10249500,44685900,7421720,41745700,34512700,6841930,5538040,5413
4482270,70953700,9203820,16961700,15850000,25528300,3098220,11428800,15164300,46760500,10251000,10163800,45458200,7267910,41096500,34479300,6969900,5516140,5414
4375720,69605700,9136810,16657100,15686900,25589500,3042110,11390900,15157300,46110300,10122400,10140900,45231800,6979260,40335200,34568400,6821490,5453930,5415
4182710,68505000,9015780,16330300,15515900,25381400,2916770,11290000,15084200,44933600,10023500,9985990,44933700,6902410,39911200,34521800,6786030,5384660,5416
4088220,66826900,8930770,16143800,15307000,24987000,2878270,11200200,14729000,43964200,9945640,9728600,43713800,6968920,40007400,34683700,6830530,5316940,5417
4294290,66418500,8818740,15865100,14962700,24666400,2831660,11004000,14653900,43679300,9711600,9586160,44242000,7194760,39516500,34593700,6835190,5263170,5418
4227950,65577800,8849750,15695000,14618400,23840200,2723210,10872500,14283700,44627200,9636420,9589740,44694900,7437430,38543400,34795100,7072310,5355350,5419
4027910,64072200,8714720,15951600,14009200,23008300,2752030,10813300,14007500,43853200,9824710,9723580,43742600,7819770,38039400,35254600,7367770,5546230,5420
3860040,62141000,8519680,16772400,13961700,22511800,2800060,10804900,13835400,42662800,10453800,9710140,42221600,8195730,39399900,36648300,7883910,5896700,5421
3828880,60680300,8651710,16534000,13606600,22750900,2612200,10735500,13848400,43192200,9927180,9132880,41484800,7703440,38705600,35912500,7853710,5777040,5422
3572550,55889800,8485680,15165400,12903700,22313900,2279710,10603200,13235000,45595600,9142800,8579950,41031600,7296820,36138200,33504600,7453880,5363530,5423
3200620,49876600,7977580,13932300,11783800,21101900,2054120,10026500,12200300,43514300,8541160,8174760,37351900,6873340,33680100,31181800,6770720,4994660,5424
2953330,45800300,7670520,12944300,11486600,19529900,1943480,9263760,11537800,38516900,8019910,7959320,32752300,6364050,31295900,28883200,6072210,4447560,5425
2805570,43937000,7457480,12356100,11184800,18472100,1910110,9195260,11119500,37531800,7634090,7714940,29841000,6059060,29483300,27188900,5517160,4228330,5426
2750280,43074400,7402460,12129300,10867500,17859400,1843110,9017540,10930400,35299200,7376570,7560340,28401400,5879950,28535200,26163600,5258840,4120090,5427
2733190,43687400,7360460,12132100,10757200,17646000,1873800,8985140,10912400,33903500,7296240,7555730,27034100,5713060,28086500,25571500,5163260,4061550,5428
2794510,45104500,7386460,12226300,10809200,17565200,1850050,9054570,10919400,33935000,7513120,7818580,26665900,5682120,28118000,25426800,5051660,4047340,5429
2957350,48901200,8151610,12171500,11502700,18197700,2122850,9147130,11230600,35465200,7744800,8576880,26671200,5682830,29447400,26014800,5122800,4083720,5430
3448910,56495900,8862750,13450800,13214900,19541800,2477960,9718250,12770700,36855000,8695860,9339070,27436600,5883320,30775200,26571500,5576120,4432540,5431
4100290,63647700,9161810,15127900,14831500,21571100,2828320,10867000,14292700,39762300,9547690,9801280,31070800,6411900,33011000,28691900,6129820,4876210,5432
4371700,67674500,9285840,16228400,15580000,23885000,3045530,11452900,14751000,43036000,9836530,10140200,37107100,6875860,36226100,31597800,6638970,5262030,5433
4454120,69251400,9400860,16731100,15964500,25389200,3067060,11520500,14938100,45255800,10065200,10322200,41706100,7072740,38809600,34014700,6963460,5433840,5434
4569720,71443700,9398860,16940600,16397800,26054100,3056100,11234400,15192300,46557200,10170100,10501400,43955400,7240630,40217500,35071400,6865300,5514640,5435
4561680,73822300,9443870,17251000,16732700,26521800,3042070,11341800,15207300,47772200,10320300,10587500,44466400,7375490,41156400,35293000,6867490,5585840,5436
4465180,73962600,9371850,17292400,15863300,26405700,3102400,11339000,15138300,48815300,10438300,10439600,44976800,7425420,41761900,35594700,6898660,5638570,5437
4474230,73312700,9339850,17360600,15954700,26537100,3046820,11227000,15088200,47537400,10346900,10353400,45047600,7237350,40979700,35429700,6931870,5594740,5438
4383760,71611600,9183820,16995400,15959600,26394600,2967210,11153900,14949100,46868500,10241400,10296700,44445800,7093330,40253100,35646300,6917100,5502600,5439
4193770,69960000,9009780,16781000,15732200,26101500,2911240,11078000,14847100,45599500,10178100,10147800,43999900,7072360,34925800,35224200,6973090,5452180,5440
4119390,68325500,8967770,16460000,15366200,25772900,2866090,10964200,14533900,44704800,10119300,9963210,43957200,7284120,40104000,34886200,6970480,5391000,5441
4331490,67298400,8757730,16234200,14960000,25359900,2792590,10809600,14351700,44473900,9935450,9744340,44526300,7544280,39763700,34813300,6949220,5373780,5442
4227950,66388600,8758730,16082300,14492100,24033400,2740330,10721600,13948500,45207600,9965500,9774870,44667800,7751630,38744700,34841600,7227790,5470800,5443
4021880,64776100,8659710,16246700,13917700,23303300,2722940,10761400,13775300,43998600,10109800,9922630,43342900,8096790,38261700,35102800,7554970,5645880,5444
3852000,62629800,8510680,16906000,13843600,22780300,2726200,10676300,13617200,42632300,10586000,9880940,41579800,8222120,39563300,36425600,8019210,5966760,5445
3844960,60895400,8498680,16505200,13565000,23057000,2556720,10689200,13719300,43105700,10169400,9309460,41258600,7726970,38553100,35639200,7923420,5817490,5446
3580590,55796600,8303640,15098100,12965600,22616900,2261390,10552200,13007800,45468900,9308120,8684620,41446600,7321970,35974900,33187800,7504280,5390930,5447
3223740,50480400,7816550,13860200,11892900,21314600,2031460,10020000,11954100,43532000,8692460,8288320,37694500,6907410,33595600,30889300,6858460,5015050,5448
2966400,46725100,7473480,12795300,11845900,19621800,1966590,9547930,11297700,38572900,8134560,8143590,32906600,6412340,31202500,28988500,6158260,4497310,5449
2821650,45213700,7239430,12187900,11639300,18680800,1901680,9209150,10888400,37571100,7797210,7848840,29431100,6053300,29537900,27435900,5604140,4154180,5450
2757310,44178600,7163420,11852500,11540600,18079200,1877230,8999960,10769300,35149900,7505540,7704200,28006900,5892310,28359700,26345800,5371590,3991570,5451
2764350,44156700,7183420,11623700,11361300,17833000,1876290,8911090,10820300,33420300,7468340,7727820,26987500,5705450,27550900,25659600,5214570,3940270,5452
2810590,45450700,7245430,11523800,10896300,17582200,1832340,8927760,10866400,32754400,7564780,7965100,26629000,5601190,27257900,25275000,5133170,3951660,5453
2977460,48888600,7981580,10812500,11119000,17722400,1994690,9002730,11192600,32931200,7482270,8759010,26477100,5417370,27236600,25151500,5249410,3910210,5454
3463980,55637900,8698720,10582800,11427400,18345500,2391290,9692330,12623600,32504900,8148630,9588960,27134300,5391270,27059600,24316500,5659970,3958300,5455
4097270,62231900,9014780,11137400,12334300,20020700,2689100,10695700,14204600,33948700,8804350,10131200,30880100,5586560,27186600,25169700,6224310,4211510,5456
4399840,66221900,9191820,11945700,13220400,22027200,2875490,11135400,14770000,36569200,9232200,10451000,36849800,5697220,29011600,27068500,6677820,4621020,5457
4492320,68072500,9237830,12625200,13783200,23447400,2944090,11204800,14990200,38948100,9433620,10440700,41548100,5848980,30847600,28648400,6896500,4838480,5458
4592840,70018600,9289840,13116300,14213700,24070900,2960060,11307600,15212300,40557900,9575730,10655800,43938700,6099930,32200900,29617000,6912410,4970410,5459
4588820,71849700,9346850,13192200,14501400,24485300,2878820,11265900,15228300,42085200,9675830,10679900,44627900,6235500,33050500,30259700,6995740,5054240,5460
4495340,71350500,9237830,13239300,13953100,24547700,2982710,11254800,15226300,43679300,9764500,10530700,45388600,6195950,33827000,30534000,6999520,5087130,5461
4517450,70706400,9147810,13316200,13910100,24467000,2899710,11119700,15201300,41387900,9638890,10409300,45540100,5976270,33773200,29849800,7048590,4971510,5462
4430000,69589600,9059790,12960600,13783900,24229000,2917740,11028000,15106200,40191600,9584990,10352800,45099000,5902670,32802700,29563400,6909490,4934960,5463
4234990,68331300,9007780,12543500,13668300,24157600,2836620,10757700,15033200,38800800,9572160,10242500,44606200,5970690,32249100,29383200,6965180,4814270,5464
4167640,66698000,8948770,12373400,13554100,23977600,2808820,10702200,14632900,38220300,9449840,9976550,44263600,6205590,31917400,29286000,6971180,4796140,5465
4346570,66284000,8707720,12394500,13491200,23799600,2753610,10605900,14501800,38631800,9292110,9843000,45199200,6522950,31980400,29383200,7000150,4791990,5466
4242020,65820400,8772740,12504100,13470700,23202700,2652560,10452300,14175600,39940100,9240420,9803000,45225600,6763230,32077200,29871100,7216710,4927070,5467
4065100,64340200,8723730,13047100,13154600,22824000,2723330,10402300,14015500,40242600,9514800,10045600,43728700,7145130,32359500,30787000,7405160,5089190,5468
3918340,62358400,8591700,13932300,13176000,22503100,2800470,10484700,13817400,40311400,10067900,10023000,41865100,7654800,34879400,33496500,7926980,5526110,5469
3911310,61163300,8529690,14064900,13413400,22566700,2568670,10593900,13910400,41066700,9666530,9357310,41400900,7392700,35978700,33861900,7968080,5476090,5470
3653970,56643100,8319650,13355600,12725500,22034200,2277120,10530000,13198900,43688200,9028210,8731680,40972600,7067440,34136900,32334600,7509500,5188280,5471
3259920,51022200,7841550,12370500,12002000,20775900,2040570,9852460,12148200,42041000,8489150,8276380,36903900,6645310,32057400,30381200,6923810,4872210,5472
3013650,47276000,7418470,11536200,11481800,19200700,1976670,9444260,11411700,37240100,7967340,8158960,32121200,6239300,29691900,28357900,6312950,4366610,5473
2872920,45709500,7230430,11148000,11234900,18155300,1921580,9086960,11091500,36169500,7554590,7889950,28764100,5919200,28229800,26559400,5692860,4099520,5474
2798530,44719200,7214430,10942300,11072400,17517800,1904650,8926830,10907400,34106800,7369490,7691880,27304100,5739990,27308900,25493600,5367720,4033570,5475
2788480,44994100,7249430,10902900,10813400,17255900,1913610,8925900,10915400,32771100,7419120,7686720,26316600,5597230,26896200,25027000,5183210,3974840,5476
2831700,46558300,7255440,11046100,10677500,17349500,1948860,8952750,10896400,32990100,7563290,7952440,25987800,5551760,26923500,24929800,5171320,3946750,5477
2994550,50489600,8017590,11120100,11254700,18062100,2132360,9066600,11220600,34750200,7773430,8709470,26006400,5535680,28305600,25620100,5235750,4095690,5478
3496150,58553600,8712720,12874100,12914200,19530800,2572940,9731210,12643600,36244100,8715850,9521040,26944400,5732170,29811600,26098800,5678080,4351830,5479
4133460,66413900,9044790,14804000,14588900,21589100,2941260,10911400,14248700,39236900,9487070,9989750,30595300,6302500,31711700,28036100,6282360,4943630,5480
4423970,69522900,9256830,16088100,15593500,23809600,3099880,11349200,14887100,42416200,9981500,10348400,36586400,6832920,34975500,31049200,6643600,5354010,5481
4519460,70674200,9335850,16577300,16005900,25196400,3154930,11425100,15134300,44758800,10243700,10508000,41124200,7064460,37580800,33631100,6913020,5592000,5482
4635060,71711700,9364850,16776200,16335400,25894300,3072270,11589000,15355400,45932500,10388800,10657200,43367100,7298450,39136600,34852800,6942210,5663960,5483
4648130,73102300,9395860,17001100,16684400,26408700,3080800,11743500,15407400,47109200,10499200,10652500,43787800,7504170,40139800,35610900,7037950,5809450,5484
4588820,72751500,9288840,17070300,15837100,26118800,3185060,11463100,15325400,48095300,10604700,10538100,44229600,7651170,41123600,36276800,7260020,5774750,5485
4642100,72000400,9265830,17084800,15833600,25969000,3152970,11453800,15393400,46693700,10507500,10421500,44454200,7555190,40667200,36144200,7290970,5766650,5486
4571730,71443700,9214820,16788700,15753800,25917700,3130410,11364000,15275400,46171200,10474000,10430700,43783100,7441670,39702300,35885100,7235830,5824400,5487
4397830,69995600,9033790,16491700,15575700,25582100,3031450,11164100,15164300,45026900,10419100,10293500,43313600,7410550,39610900,35656400,7172930,5819400,5488
4325460,67958600,8906760,16225500,15245400,25196600,2927810,11072500,14731000,44258800,10284800,10058300,43272500,7603780,39687600,35757600,7230380,5741560,5489
4502370,66665800,8755730,15992000,14900900,25047700,2868960,11015100,14559900,44212700,10031100,9912190,43925300,7893610,39463400,35649300,7222420,5697670,5490
4371700,66004500,8787740,15819900,14507300,24321100,2835580,10909500,14316700,45142800,9914720,9968700,44328400,8098820,38772100,35627000,7319500,5771050,5491
4107320,65128000,8707720,16048700,14102200,23548500,2795500,10944700,14064500,44181300,10217100,10113400,43571500,8463980,38381100,36379100,7635820,5923910,5492
3910300,63500500,8525690,17004000,13899400,23079800,2854700,10865100,14028500,43251100,10766000,9934070,42512700,8676800,39811500,37926600,8126650,6166530,5493
3857020,62652800,8514680,16646500,13463200,23250100,2604490,10966000,13959500,43799200,10236100,9268740,42270800,8138440,39581900,37410400,8149230,5906820,5494
3575560,58038300,8304640,15268200,12865800,22604300,2357930,10709600,13109900,45987500,9419380,8665630,41313800,7766690,37142300,34934700,7685170,5503000,5495
3196600,52788900,7809540,14004400,11706600,21435900,2150280,10147700,12152200,43811900,8785600,8287910,37271900,7255380,34635200,32521800,7068460,4969470,5496
2931220,48901200,7414470,13100000,11365800,19916600,2008470,9594210,11323700,38927500,8324570,8118960,32726000,6783460,31898400,30231400,6369430,4654380,5497
2795510,46633100,7198420,12422400,10919700,18777700,1948680,9249880,11049500,37846100,7950880,7902710,29302300,6419860,29967000,28373100,5783610,4337740,5498
2740230,45533500,7173420,12131200,11090600,18183600,1868990,9057340,10905400,35653800,7700590,7725530,27871300,6196470,28950000,27310400,5406160,4273830,5499
2730170,45389700,7205430,12062000,10959800,17974300,1937910,9054570,10808300,34198200,7688040,7721420,26813800,6031900,28348700,26599800,5245640,4225680,5500
2778420,46518100,7281440,12188800,10916000,18049900,1958540,9074930,10904400,34210000,7734490,7988690,26376600,5952210,28380400,26319500,5254420,4186880,5501
2968410,50154900,8110600,12115800,11933400,18562200,2205870,9212850,11172600,35766800,8030190,8769050,26063400,5922780,29520300,26876200,5266320,4306920,5502
3439860,57734600,8782740,13459400,13123300,19885000,2527460,9752500,12638600,37200800,8855700,9624900,27077200,6122120,30805400,27274900,5673510,4448720,5503
4092240,64696700,9231830,15095200,14522700,21976700,2881650,10963200,14206600,40031500,9649860,10119400,30588600,6664240,32701000,29213200,6318860,5065500,5504
4383760,69207700,9452870,16232200,15465400,24235800,3050220,11435300,14920100,43259000,9998580,10501000,36469300,7133690,35879600,32058300,6853690,5447290,5505
4469200,71058400,9537890,16753200,15773100,25612000,3092970,11558400,15242300,45710500,10184700,10673700,41212000,7392830,38919800,34593700,7084450,5669130,5506
4567710,71467800,9519880,16882000,16176800,26430000,3115580,11580600,15443500,46904900,10365500,10770700,43986300,7579360,40252900,35568300,7166020,5724510,5507
4513430,72947000,9487880,17138600,16501800,26741600,3115150,11487100,15472500,48223000,10488600,10637600,44577900,7706280,41601700,36305200,7220290,5861660,5508
4357620,73288600,9407860,17172200,15582700,26175800,3175030,11506600,15373400,49349600,10575300,10474900,44918800,7796390,42538700,36993400,7273190,5937300,5509
4241020,71707100,9188820,17254900,15567400,26032500,3114210,11406600,15023200,47985300,10535700,10314200,45031100,7626840,42148200,36982300,7334010,5913400,5510
4080180,69448100,9072800,16944400,15459700,25840400,2998690,11334400,14664900,47390100,10438000,10265500,44264300,7496790,41300000,36741400,7251050,5828130,5511
3938450,67908000,8976780,16649400,15145000,25585200,2939900,11060400,14366700,46296900,10341400,10145400,43508300,7479430,41223100,36550100,7248920,5779680,5512
3913320,66678500,8867750,16308200,14795700,25274700,2878220,10958600,13998500,45667300,10254300,9880220,43130900,7614300,41018100,36432700,7313650,5701880,5513
4060080,66236800,8731730,16105400,14487100,24990400,2760410,10783700,13846400,45563200,10131100,9571160,43432400,7794710,40418900,36723200,7318850,5652030,5514
4002780,65340800,8675720,15847800,14316600,24239900,2722860,10730000,13389100,46139800,10018600,9535980,43470400,7909210,39726500,36719100,7506520,5692100,5515
3763540,63255500,8476680,15887200,13729200,23403800,2717280,10691100,12937800,44931600,10172200,9787460,42510900,8272830,39116200,37371000,7594620,5830400,5516
3580590,61040300,8368660,16841600,13533000,22727500,2788310,10466200,12755600,43807000,10662000,9737530,41138900,8385850,40273300,38737300,8204610,6177850,5517
3600690,59793500,8377660,16479300,13406900,22875900,2591400,10466200,12850700,44781400,10161600,9027420,40522900,7841300,39539100,38053100,8165300,5989100,5518
3388590,55793100,8185620,15264400,12975700,22426800,2276750,10466200,12283300,47183800,9447890,8521930,39662400,7479480,37193900,35619000,7615530,5581190,5519
3102100,50873800,7619510,14033200,12072800,21445100,2121050,10466200,11541800,44970000,8863260,7918880,36461600,7043130,35047900,33123000,7068120,5092170,5520
2911110,46757300,7253440,13065400,11698100,19884300,2003820,9472030,10959400,39680800,8319350,7600410,32516200,6598810,32410800,30837600,6391400,4737280,5521
2759330,44444300,7065400,12411800,11084000,18756200,1886000,9080480,10604200,38267400,7965100,7376230,29337300,6275780,30584300,28964200,5791190,4493620,5522
2669860,43079000,6983380,12023500,10686400,17878000,1871470,8934240,10397000,35750100,7636800,7323870,27482600,6032530,29291300,27730400,5507450,4290630,5523
2639700,42685600,6999380,11958200,10700900,17439300,1875300,8921280,10261000,33961500,7596760,7238800,26283400,5897960,28649400,27116000,5311270,4233970,5524
2647750,42684500,6867360,11894700,10369500,17209600,1835120,8895360,10195900,33527300,7595550,7094870,25969900,5786170,28128700,26667700,5215180,4180880,5525
2670870,43350400,7022390,11451700,10618700,17242000,1923780,8800940,9991770,33955600,7528110,7178270,25682000,5666560,28416800,26871100,5198460,4196170,5526
2753290,44892800,7354460,12008200,11069800,17401500,2120160,8864810,10253000,33890800,7919780,7667190,25784200,5723560,28217100,26786100,5423050,4122180,5527
3041790,48874800,7665520,13146100,11677200,18282100,2352240,9204520,10921400,35684300,8544320,8187020,26888200,6118150,28839000,28189900,5927400,4613520,5528
3387590,53735500,7900560,14339800,12358400,19844000,2593900,9727500,11726000,38699600,9020540,8874730,30616700,6475460,31469700,30713100,6446360,5060690,5529
3598680,57806000,8133610,15176000,12877300,21421700,2680940,10297700,12466500,41415400,9341520,9256910,35172800,6701330,34044700,33171600,6803630,5297470,5530
3700210,60372000,8181620,15531600,13355900,22212000,2620430,10641100,12923800,42793400,9544460,9464940,38514300,6886220,35567300,34209100,6876040,5424870,5531
3691160,61886800,8204620,15650800,13613600,22614000,2683230,10698500,13114900,44119400,9546790,9251610,39526800,7078550,36607500,34893300,7026230,5608990,5532
3624820,61032200,8087600,15469100,13347000,22429300,2583190,10625400,13079900,45797000,9549320,9165200,39544700,7134340,37631000,35539000,7116590,5565760,5533
3566520,58774400,8120610,15470100,13327900,22107200,2596500,10516100,12895700,43909200,9365820,8908450,39092900,7009970,37610100,35210000,7040660,5589560,5534
3502180,57198700,8137610,15023200,13335400,21804300,2583860,10421700,12703600,43367000,9229200,8783350,37992800,6885380,37028200,35015700,6948110,5554740,5535
3461970,55946100,8095600,14626200,13174400,21711100,2568390,10176400,12533500,42529200,9260420,8676200,36812500,6876120,36658100,34527900,6948810,5461730,5536
3477050,55130600,8154610,14356200,12828200,21773800,2540620,10271800,12565500,41804300,9242220,8496870,36532600,7015210,36251600,34726300,7003810,5425680,5537
3639900,55013300,8063600,14193700,12532300,21771000,2443430,10352300,12593500,42092100,9144330,8488380,37109400,7226150,36206800,35154400,7048610,5414380,5538
3636880,55132900,8073600,14089900,12275600,21767700,2466690,10431000,12488500,42885700,9069840,8380510,38040700,7396250,36048000,35605800,7173060,5470180,5539
3486100,54468100,7992580,14251400,12199500,21498800,2473320,10457800,12313300,42169700,9385460,8451170,37781600,7744800,36296400,36394200,7432540,5597700,5540
3374520,52109100,8058590,15267300,12344600,21229200,2580200,10306000,12296300,41772900,9891160,8589570,36899400,8096300,38500600,37880100,7963230,5970620,5541
3443880,51535200,8178620,15065500,12329200,21753600,2413060,10256000,12313300,42664700,9630290,8217560,37163700,7659550,38108900,36899300,7975460,5882950,5542
3316220,48541200,8017590,13839100,11943800,21564100,2188890,9982980,11759000,45319600,8882180,7783190,37646600,7331900,36091200,34577500,7533620,5531450,5543
3036770,44892800,7617510,12700200,11063000,20558500,2014680,9608100,11197600,43449500,8239020,7342940,35408900,6940410,33903800,32453000,6940410,5006640,5544
2787470,41944900,7221430,11782300,11463700,19321700,1838370,9300790,10618200,38599400,7723210,7137910,31884300,6523290,31747600,30385200,6263350,4468170,5545
2623620,39697500,7004390,11237300,10988800,18313900,1842800,8955520,10340000,37344200,7406180,7015380,28918400,6158570,29795500,28709100,5646030,4265330,5546
2534160,38029700,6955380,10908600,10610800,17499600,1760290,8732450,10191900,34849400,7150000,6899670,27389600,5878750,28574700,27566400,5294720,4117840,5547
2494950,37575400,6937370,10692400,10200800,17110700,1780610,8629700,10114900,33064700,7014900,6846810,26132200,5714320,27843900,26523900,5111350,4082300,5548
2493950,37540900,6801350,10667400,9889890,16871800,1701330,8558430,10016800,32226900,6959540,6615420,25455200,5665290,27326100,26105900,4990220,4063010,5549
2498970,38023900,6792340,10154200,10054900,16803800,1773030,8487150,9848680,32388000,6828720,6556710,25066800,5611640,27308200,26052300,5138500,4152190,5550
2513050,38310300,6933370,10276200,10154500,16659700,1938400,8442720,9894710,31691600,7087110,6962070,24874400,5567980,26881400,25144400,5409340,4257370,5551
2755300,41246800,7225430,11073000,10661600,16896700,2176730,8603780,10452100,32826100,7576270,7607490,25182800,5715800,26818300,25698000,5760100,4356580,5552
3069940,45987800,7507480,12020600,11288500,18169200,2376840,8946270,11285700,35229500,7956140,8211850,27703300,5924260,28708000,27581600,6268140,4633640,5553
3293100,50245800,7688520,12901000,11937700,19509200,2457220,9408160,11978100,37643700,8393550,8781840,31570900,6161640,30812300,29601800,6476730,4873270,5554
3380550,52796900,7974580,13536300,12310200,20273400,2532630,9814510,12500500,39225100,8659690,8998070,35121200,6352640,32336200,30894300,6568530,5051560,5555
3386580,55082300,8045590,13625700,12391900,20602200,2555750,9956140,12842700,40823100,8754360,8823640,37374900,6425780,33472500,31923700,6598910,5159250,5556
3334310,54346200,7998580,13548800,12455200,20690700,2533030,9922810,12929800,42671600,8753430,8733220,38496300,6318830,34763300,32716200,6565920,5140820,5557
3278020,52188500,7980580,13601700,12468000,20390800,2534490,9799700,12832700,40338900,8639820,8565810,39020000,6158490,35345700,32520800,6472570,4986410,5558
3248870,50794400,7957570,13382500,12203300,20096000,2451460,9610870,12609500,39287900,8573620,8498730,38273700,6018390,34824600,32329500,6263080,4840790,5559
3236800,50094000,7992580,13136500,12120500,20049800,2508600,9602540,12594500,38393200,8531160,8443440,37293800,6133940,34321000,32039000,6242270,4740660,5560
3309180,49942200,8102600,12986600,12102100,20128900,2499180,9581250,12636600,37837200,8575230,8457820,37045600,6323170,33874000,32103800,6266440,4702580,5561
3555460,51238400,8195620,12983700,12148300,20784400,2478890,9572000,12710600,38360700,8534530,8458720,37637100,6603140,33737500,32382200,6346180,4754820,5562
3638890,52826800,8185620,13076900,11983500,21230200,2432110,9708070,12660600,39851700,8517550,8547970,38128300,6865300,33863100,32893300,6549150,4847340,5563
3536360,52828000,8195620,13350800,12075500,21325600,2489130,9982050,12744600,40683600,8839050,8934120,37772000,7408560,34485500,34253600,6806850,5008610,5564
3496150,53039600,8273640,14477300,12496200,21403300,2666770,10180100,12897700,41271000,9562310,9111500,37037000,7874880,37376000,37059200,7566930,5484790,5565
3606720,53684900,8299640,14607000,12741000,22381800,2444420,10468000,13089900,42650000,9234940,8756450,37855300,7538760,38245200,36931700,7643250,5480440,5566
3351400,51505300,8163620,13735300,12361600,22024100,2194980,10260700,12351400,45182100,8574010,8272320,38215100,7144700,36468900,35098700,7229460,5242980,5567
3030730,47279500,7765540,12585800,11313600,20777600,1941040,9676590,11537800,42958400,7977240,7936800,35209700,6685710,33952600,32868000,6654400,4704070,5568
2846780,44050900,7411470,11778400,11440300,19308600,1856380,9442410,10965400,37890300,7491610,7820880,31094800,6236330,31496400,30380200,6027770,4257200,5569
2720120,42395800,7185420,11369000,11020800,18311000,1816860,9113810,10859400,36866800,7165500,7555940,28058100,5953400,29847600,28636300,5400970,4040820,5570
2665840,41163900,7115410,11154700,10982000,17770200,1783440,8953670,10838300,34804200,6921960,7380780,26844100,5709040,28742700,27460200,5121020,3895560,5571
2669860,41537800,7103410,11115300,10734100,17638000,1798980,8940710,10843400,33500800,6899850,7403480,26008300,5590290,28143700,26891300,4986220,3805070,5572
2724140,43514900,7286440,11201800,10804100,17808800,1819070,8960150,10946400,33944800,7008050,7734160,25629700,5582040,28339900,26854900,5037520,3819440,5573
2947300,48044300,8059590,11322900,12034100,18593000,2067220,9115660,11183600,36190100,7173870,8680770,25763400,5697820,29912400,27705100,5158840,3941910,5574
3468000,57751900,8767740,13117300,13728100,20361300,2345770,9777490,12592500,38497300,7791610,9553360,26994200,6027290,32031200,28521900,5620190,4334720,5575
4138490,65367300,9141810,15250000,15500500,22608200,2661720,11159500,14256700,41682500,8649480,10185400,30968300,6591480,34604600,31023900,6367290,5042680,5576
4486290,70553500,9307840,16844500,16594400,25115300,2817580,11629700,14868100,45501300,9172360,10596600,37038000,7026190,37968500,35065300,6930730,5486620,5577
4602900,73418600,9325840,17487500,17019500,26476300,2957060,11614900,15193300,48226900,9454720,10749500,42027700,7275690,40917100,38018700,7157740,5717580,5578
4729550,75701700,9220820,17815200,17643800,27332900,2976740,11691700,15458500,49820100,9679120,10968100,44552200,7415230,42793800,39514600,7253820,5818320,5579
4717490,76855300,9317840,18138100,18140100,27918600,2928600,11558400,15650600,51330700,9855540,11028500,45150500,7609370,44332600,40669500,7287320,5968190,5580
